------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v2.5.0 date format M/d/yyyy at 40 Hz  Filter Normal -----------,,
Serial Number: CLE2B20130009,,
Start Time 11:27:00,,
Start Date 6/14/2018,,
Epoch Period (hh:mm:ss) 00:00:00,,
Download Time 15:16:42,,
Download Date 6/14/2018,,
Current Memory Address: 0,,
Current Battery Voltage: 4.21     Mode = 12,,
--------------------------------------------------,,
Accelerometer X,Accelerometer Y,Accelerometer Z
0.158,0.243,-1.009
0.205,0.217,-1.006
0.29,0.114,-1.006
0.334,0.091,-1.05
0.343,0.038,-1.053
0.32,-0.015,-1.009
0.317,-0.056,-1.003
0.331,-0.047,-1.026
0.328,-0.106,-1.012
0.308,-0.147,-0.977
0.243,-0.246,-0.947
0.202,-0.29,-0.968
0.199,-0.284,-0.979
0.173,-0.311,-1.006
0.158,-0.337,-1.009
0.111,-0.367,-1.018
0.067,-0.399,-1.041
-0.056,-0.402,-1.038
-0.111,-0.384,-1.021
-0.135,-0.343,-0.979
-0.205,-0.32,-1.021
-0.214,-0.296,-1.003
-0.255,-0.243,-0.982
-0.287,-0.202,-0.991
-0.284,-0.152,-0.974
-0.314,-0.073,-0.974
-0.299,-0.047,-0.974
-0.29,-0.015,-0.962
-0.293,0.012,-0.974
-0.317,0.023,-0.956
-0.317,0.111,-0.897
-0.249,0.188,-0.994
-0.176,0.229,-1.003
-0.132,0.252,-0.977
-0.091,0.252,-0.974
-0.111,0.243,-0.988
-0.032,0.273,-0.982
0.053,0.267,-0.991
0.147,0.243,-0.997
0.15,0.211,-0.977
0.15,0.214,-0.965
0.211,0.176,-0.994
0.246,0.123,-0.988
0.279,0.067,-0.994
0.287,0.012,-0.994
0.29,-0.029,-0.977
0.293,-0.053,-0.968
0.299,-0.106,-1.023
0.284,-0.196,-1.032
0.261,-0.196,-0.979
0.255,-0.22,-0.968
0.246,-0.252,-0.991
0.191,-0.311,-0.977
0.132,-0.358,-0.962
0.053,-0.381,-0.994
0.009,-0.372,-0.965
0.003,-0.352,-0.95
-0.003,-0.372,-0.994
-0.085,-0.375,-1.038
-0.167,-0.346,-1.012
-0.226,-0.305,-1.021
-0.22,-0.27,-0.962
-0.249,-0.252,-0.982
-0.287,-0.217,-0.988
-0.29,-0.176,-0.988
-0.326,-0.129,-0.982
-0.334,-0.082,-0.988
-0.317,0.032,-0.982
-0.276,0.073,-0.965
-0.284,0.076,-0.991
-0.258,0.132,-0.979
-0.22,0.158,-0.962
-0.202,0.196,-0.979
-0.205,0.22,-0.968
-0.155,0.24,-0.982
-0.073,0.27,-0.974
-0.044,0.273,-0.968
0.029,0.267,-0.977
0.103,0.255,-0.979
0.129,0.258,-1.003
0.199,0.22,-1.021
0.217,0.202,-0.953
0.317,0.167,-1.062
0.308,0.041,-0.968
0.305,0,-0.962
0.32,-0.023,-0.997
0.308,-0.088,-1.006
0.273,-0.144,-0.977
0.246,-0.238,-0.997
0.22,-0.258,-1.018
0.188,-0.258,-1.006
0.196,-0.252,-0.982
0.199,-0.273,-1.003
0.117,-0.355,-0.994
0.07,-0.37,-0.95
-0.026,-0.384,-0.903
-0.047,-0.361,-0.906
-0.097,-0.331,-0.903
-0.135,-0.337,-0.95
-0.147,-0.305,-0.933
-0.196,-0.361,-1.065
-0.264,-0.29,-1.047
-0.29,-0.282,-1.006
-0.32,-0.22,-1.003
-0.326,-0.129,-0.982
-0.305,-0.106,-0.988
-0.346,-0.076,-1.009
-0.349,-0.044,-1.003
-0.314,0.015,-0.962
-0.326,0.082,-1.003
-0.27,0.167,-0.979
-0.191,0.202,-0.997
-0.161,0.205,-0.968
-0.176,0.214,-0.962
-0.144,0.229,-0.974
-0.1,0.255,-0.988
-0.082,0.282,-0.974
0.015,0.284,-0.991
0.085,0.261,-0.974
0.103,0.255,-0.95
0.158,0.24,-0.953
0.217,0.17,-0.968
0.279,0.202,-1.026
0.293,0.111,-0.982
0.314,0.012,-0.977
0.326,-0.029,-0.982
0.328,-0.073,-0.991
0.302,-0.138,-0.974
0.27,-0.214,-0.991
0.22,-0.261,-0.997
0.205,-0.24,-0.994
0.211,-0.246,-0.997
0.161,-0.299,-1.018
0.103,-0.331,-0.988
0.053,-0.343,-0.941
0.041,-0.343,-0.938
-0.003,-0.358,-0.968
-0.056,-0.37,-0.95
-0.111,-0.375,-0.974
-0.211,-0.299,-0.924
-0.214,-0.32,-0.994
-0.273,-0.27,-1.009
-0.279,-0.232,-1.009
-0.302,-0.214,-1.003
-0.349,-0.123,-0.997
-0.32,-0.106,-0.968
-0.334,-0.018,-0.977
-0.328,0.038,-1.018
-0.29,0.044,-0.979
-0.279,0.073,-1.006
-0.299,0.114,-0.956
-0.261,0.155,-0.968
-0.214,0.196,-0.979
-0.161,0.252,-0.962
-0.076,0.273,-0.974
-0.038,0.27,-0.977
-0.012,0.282,-0.968
0.07,0.287,-0.994
0.1,0.287,-0.988
0.158,0.258,-0.965
0.243,0.196,-0.991
0.246,0.123,-0.938
0.305,0.103,-1.018
0.317,0.056,-1.032
0.308,0.044,-1.012
0.314,0.012,-0.988
0.34,-0.023,-0.974
0.314,-0.097,-0.974
0.299,-0.141,-0.979
0.264,-0.191,-0.968
0.276,-0.199,-0.991
0.258,-0.246,-1.021
0.229,-0.287,-0.979
0.129,-0.358,-1.006
0.032,-0.381,-1.05
-0.018,-0.358,-0.991
-0.038,-0.352,-1.032
-0.067,-0.343,-0.974
-0.07,-0.343,-0.962
-0.196,-0.311,-0.977
-0.188,-0.311,-0.968
-0.226,-0.217,-0.921
-0.255,-0.199,-0.965
-0.302,-0.147,-0.977
-0.302,-0.073,-0.947
-0.29,-0.067,-0.962
-0.331,-0.012,-0.988
-0.358,-0.059,-0.982
-0.32,0.038,-1.003
-0.287,0.144,-0.927
-0.246,0.155,-0.988
-0.202,0.226,-0.974
-0.141,0.258,-0.977
-0.106,0.255,-0.988
-0.041,0.284,-0.988
0.018,0.296,-0.997
0.056,0.276,-0.994
0.126,0.258,-0.991
0.155,0.232,-0.991
0.17,0.243,-1.006
0.199,0.211,-0.982
0.27,0.176,-1.006
0.29,0.085,-0.962
0.328,0.038,-0.991
0.334,-0.009,-1.009
0.326,-0.062,-1.021
0.302,-0.126,-1.018
0.302,-0.123,-1.009
0.305,-0.117,-0.994
0.279,-0.191,-0.977
0.243,-0.243,-0.977
0.235,-0.261,-0.977
0.185,-0.317,-1.012
0.126,-0.34,-1.018
0.129,-0.346,-0.982
0.056,-0.384,-1.026
-0.023,-0.387,-1.032
-0.085,-0.396,-1.041
-0.15,-0.352,-0.968
-0.211,-0.296,-0.965
-0.249,-0.258,-0.988
-0.249,-0.226,-0.974
-0.279,-0.202,-0.982
-0.284,-0.161,-0.968
-0.308,-0.082,-0.979
-0.308,-0.023,-0.977
-0.284,0,-0.977
-0.27,0.032,-0.962
-0.299,0.023,-0.979
-0.314,0.082,-0.95
-0.243,0.182,-1.006
-0.155,0.252,-0.968
-0.114,0.243,-0.965
-0.073,0.258,-1.006
-0.056,0.267,-0.997
-0.056,0.258,-0.956
0.023,0.267,-0.953
0.085,0.267,-0.956
0.199,0.252,-1.026
0.229,0.217,-1.041
0.264,0.167,-1.032
0.305,0.129,-1.062
0.276,0.047,-0.933
0.287,0.012,-0.962
0.326,0,-1.032
0.326,-0.103,-1.035
0.29,-0.144,-1.012
0.273,-0.188,-0.994
0.255,-0.226,-0.991
0.243,-0.226,-0.997
0.235,-0.24,-0.988
0.22,-0.284,-1.006
0.173,-0.326,-0.991
0.07,-0.37,-0.982
0.026,-0.372,-0.988
-0.003,-0.367,-0.997
-0.009,-0.361,-0.979
-0.053,-0.372,-1.006
-0.076,-0.34,-0.927
-0.188,-0.337,-1.009
-0.27,-0.284,-1.023
-0.279,-0.22,-0.988
-0.293,-0.205,-0.965
-0.32,-0.17,-0.982
-0.331,-0.044,-0.974
-0.317,-0.003,-0.979
-0.302,0.023,-0.991
-0.293,0.053,-0.974
-0.243,0.114,-0.974
-0.249,0.106,-0.977
-0.229,0.17,-0.979
-0.211,0.182,-0.977
-0.182,0.214,-0.991
-0.17,0.243,-0.974
-0.1,0.27,-0.977
0.032,0.287,-0.982
0.07,0.258,-0.968
0.141,0.24,-0.994
0.135,0.238,-0.994
0.161,0.232,-1.006
0.226,0.158,-0.956
0.326,0.141,-1.088
0.32,0.085,-1.035
0.308,-0.003,-0.977
0.317,-0.053,-0.965
0.326,-0.085,-0.979
0.293,-0.173,-1.006
0.27,-0.196,-0.994
0.235,-0.252,-0.988
0.214,-0.27,-1.003
0.176,-0.302,-0.994
0.126,-0.328,-0.997
0.117,-0.331,-0.988
0.073,-0.355,-0.988
0.047,-0.37,-0.974
-0.056,-0.384,-0.947
-0.103,-0.372,-0.962
-0.15,-0.34,-0.956
-0.196,-0.299,-0.977
-0.202,-0.296,-1.003
-0.232,-0.273,-1.006
-0.261,-0.246,-1.026
-0.32,-0.22,-1.021
-0.326,-0.182,-1.003
-0.334,-0.091,-1.006
-0.32,-0.059,-0.997
-0.317,0.009,-1.003
-0.326,0.003,-0.962
-0.314,0.07,-0.947
-0.279,0.161,-0.991
-0.196,0.22,-0.988
-0.12,0.246,-0.968
-0.111,0.232,-0.968
-0.129,0.226,-0.979
-0.117,0.246,-0.977
-0.044,0.273,-0.977
0.032,0.284,-0.979
0.085,0.276,-0.988
0.15,0.226,-0.956
0.173,0.22,-0.95
0.205,0.167,-0.938
0.308,0.147,-1.073
0.299,0.091,-1.035
0.299,0.015,-0.982
0.302,-0.073,-0.956
0.32,-0.088,-0.994
0.287,-0.152,-1.012
0.258,-0.217,-1.006
0.232,-0.238,-0.977
0.235,-0.252,-1.003
0.196,-0.314,-0.988
0.117,-0.361,-0.979
0.07,-0.361,-0.982
0.032,-0.358,-0.977
-0.015,-0.352,-0.968
-0.012,-0.367,-0.991
-0.056,-0.387,-1.003
-0.161,-0.375,-0.997
-0.229,-0.37,-1.065
-0.258,-0.287,-0.991
-0.243,-0.261,-0.977
-0.302,-0.217,-0.982
-0.305,-0.155,-0.979
-0.326,-0.111,-0.982
-0.328,-0.047,-0.977
-0.326,-0.029,-0.979
-0.326,0.003,-1.009
-0.287,0.082,-0.982
-0.249,0.123,-0.956
-0.273,0.106,-0.974
-0.287,0.144,-0.974
-0.246,0.191,-0.956
-0.15,0.252,-0.956
-0.088,0.282,-0.968
-0.023,0.29,-0.991
0.103,0.27,-0.997
0.141,0.243,-1.009
0.091,0.24,-0.979
0.097,0.258,-0.95
0.167,0.255,-0.953
0.243,0.188,-0.933
0.287,0.1,-0.962
0.305,0.056,-0.997
0.302,0.012,-0.997
0.293,0,-1.003
0.328,0.018,-0.974
0.326,-0.117,-0.994
0.284,-0.202,-0.988
0.27,-0.202,-0.977
0.261,-0.238,-0.997
0.243,-0.27,-1.035
0.196,-0.302,-1.021
0.15,-0.337,-0.956
0.085,-0.37,-0.962
-0.012,-0.384,-1.009
-0.067,-0.367,-0.977
-0.103,-0.361,-0.979
-0.167,-0.305,-0.938
-0.188,-0.32,-0.997
-0.214,-0.299,-0.991
-0.217,-0.238,-0.941
-0.273,-0.173,-0.95
-0.308,-0.144,-0.988
-0.314,-0.088,-0.977
-0.308,-0.023,-0.965
-0.299,-0.003,-0.977
-0.328,-0.018,-1.003
-0.308,0.073,-1.009
-0.258,0.138,-0.938
-0.211,0.188,-0.977
-0.17,0.229,-0.991
-0.106,0.246,-0.979
-0.088,0.238,-0.979
-0.085,0.258,-0.982
-0.015,0.284,-0.974
0.056,0.276,-0.997
0.12,0.255,-0.979
0.173,0.226,-0.997
0.188,0.217,-1.006
0.191,0.205,-0.965
0.284,0.161,-1.032
0.293,0.091,-0.956
0.317,0.018,-0.991
0.326,-0.026,-1.032
0.317,-0.041,-1.012
0.287,-0.091,-0.991
0.302,-0.132,-1.009
0.299,-0.132,-0.997
0.308,-0.144,-0.979
0.29,-0.205,-0.991
0.232,-0.284,-0.991
0.161,-0.331,-0.994
0.117,-0.352,-1.009
0.044,-0.37,-1.026
0.009,-0.37,-0.997
0.003,-0.352,-0.965
-0.047,-0.358,-0.988
-0.126,-0.302,-0.883
-0.182,-0.32,-0.982
-0.249,-0.276,-1.012
-0.258,-0.217,-0.974
-0.279,-0.199,-0.974
-0.287,-0.126,-0.938
-0.279,-0.103,-0.935
-0.32,-0.018,-0.956
-0.305,0.038,-0.994
-0.293,0.041,-0.965
-0.299,0.076,-0.988
-0.276,0.117,-0.968
-0.217,0.173,-0.968
-0.161,0.238,-0.977
-0.12,0.273,-0.997
-0.038,0.282,-0.997
0.012,0.267,-0.991
0.012,0.258,-0.977
0.038,0.252,-0.977
0.073,0.252,-0.956
0.144,0.243,-0.982
0.202,0.24,-1.009
0.258,0.155,-0.988
0.328,0.138,-1.073
0.302,0.056,-0.997
0.314,0.026,-0.991
0.331,-0.003,-1.026
0.34,-0.044,-1.035
0.328,-0.076,-0.997
0.27,-0.214,-0.977
0.232,-0.276,-0.991
0.202,-0.255,-1.003
0.22,-0.214,-0.994
0.24,-0.24,-1.006
0.235,-0.287,-1.018
0.144,-0.343,-1.032
0.073,-0.367,-1.035
0.015,-0.367,-1.003
-0.012,-0.352,-0.988
-0.047,-0.358,-1.012
-0.106,-0.305,-0.889
-0.141,-0.326,-0.924
-0.22,-0.284,-0.982
-0.27,-0.229,-0.965
-0.293,-0.167,-0.977
-0.305,-0.138,-0.974
-0.29,-0.088,-0.956
-0.302,-0.047,-0.965
-0.302,0.009,-0.974
-0.343,-0.009,-0.988
-0.32,0.1,-0.977
-0.235,0.196,-0.974
-0.202,0.188,-0.965
-0.155,0.232,-0.977
-0.144,0.232,-0.988
-0.097,0.246,-0.988
-0.059,0.273,-0.997
0.018,0.284,-0.994
0.106,0.267,-0.982
0.135,0.232,-0.977
0.185,0.217,-1.012
0.196,0.202,-1.021
0.217,0.158,-0.979
0.317,0.123,-1.106
0.32,0.067,-1.053
0.317,-0.003,-1.009
0.326,-0.059,-0.994
0.328,-0.07,-0.997
0.302,-0.114,-1.003
0.308,-0.114,-0.997
0.293,-0.176,-0.988
0.287,-0.217,-1.006
0.217,-0.299,-1.009
0.17,-0.328,-0.991
0.082,-0.372,-0.965
0.047,-0.361,-0.953
0.015,-0.367,-1.035
0.009,-0.372,-1.026
-0.041,-0.375,-1.021
-0.085,-0.381,-1.018
-0.17,-0.296,-0.956
-0.188,-0.27,-0.962
-0.24,-0.267,-1.018
-0.232,-0.296,-0.982
-0.264,-0.24,-0.965
-0.314,-0.158,-0.968
-0.334,-0.07,-0.982
-0.317,0.018,-0.974
-0.299,0.023,-0.956
-0.287,0.067,-0.956
-0.29,0.076,-0.962
-0.261,0.144,-0.965
-0.232,0.191,-0.974
-0.173,0.243,-0.977
-0.106,0.261,-0.979
-0.067,0.258,-0.991
-0.015,0.261,-0.991
-0.015,0.255,-0.977
0.044,0.252,-0.982
0.097,0.276,-1.021
0.158,0.246,-1.021
0.211,0.196,-0.968
0.235,0.144,-0.962
0.32,0.138,-1.065
0.317,0.053,-1.021
0.308,0.012,-0.991
0.317,-0.044,-0.994
0.317,-0.1,-1.018
0.29,-0.161,-1.018
0.246,-0.211,-0.991
0.217,-0.232,-0.962
0.235,-0.243,-0.994
0.226,-0.267,-0.997
0.161,-0.337,-1.006
0.097,-0.367,-0.974
0.038,-0.372,-0.95
-0.018,-0.37,-0.962
-0.044,-0.381,-0.977
-0.047,-0.375,-0.994
-0.088,-0.37,-1.003
-0.202,-0.305,-0.988
-0.255,-0.273,-1.003
-0.276,-0.255,-1.003
-0.258,-0.238,-0.977
-0.284,-0.152,-0.965
-0.308,-0.126,-0.988
-0.308,-0.117,-0.988
-0.308,-0.056,-0.979
-0.293,0.015,-0.974
-0.279,0.056,-0.935
-0.302,0.1,-0.935
-0.249,0.161,-1.003
-0.214,0.173,-0.974
-0.196,0.214,-0.974
-0.205,0.232,-0.979
-0.161,0.255,-0.962
-0.047,0.276,-0.962
0.015,0.282,-0.953
0.085,0.27,-0.982
0.135,0.258,-1.006
0.135,0.246,-0.988
0.202,0.214,-0.997
0.261,0.141,-0.962
0.287,0.117,-0.988
0.326,0.067,-1.018
0.314,0,-0.982
0.308,-0.056,-0.982
0.305,-0.111,-0.991
0.287,-0.173,-1.006
0.249,-0.217,-0.994
0.22,-0.246,-0.965
0.205,-0.282,-0.979
0.155,-0.326,-0.991
0.103,-0.34,-0.965
0.07,-0.343,-0.956
0.067,-0.355,-0.956
-0.023,-0.381,-0.982
-0.076,-0.372,-0.924
-0.129,-0.352,-0.935
-0.161,-0.314,-0.912
-0.205,-0.32,-1.023
-0.235,-0.29,-1.026
-0.249,-0.258,-0.997
-0.287,-0.246,-1.009
-0.305,-0.229,-1.006
-0.326,-0.117,-0.988
-0.34,-0.056,-0.991
-0.317,0.009,-0.991
-0.29,0.018,-0.982
-0.314,0.003,-0.991
-0.32,0.073,-0.95
-0.293,0.129,-0.956
-0.211,0.202,-0.979
-0.144,0.232,-0.979
-0.135,0.226,-0.962
-0.135,0.243,-0.982
-0.088,0.282,-0.991
-0.012,0.29,-0.982
0.038,0.302,-0.977
0.103,0.261,-0.938
0.185,0.229,-0.935
0.211,0.191,-0.921
0.255,0.138,-0.953
0.27,0.117,-0.965
0.29,0.056,-0.974
0.29,0.012,-0.947
0.302,-0.053,-0.962
0.305,-0.132,-0.988
0.287,-0.185,-1.026
0.258,-0.188,-0.994
0.246,-0.214,-0.974
0.205,-0.287,-0.982
0.188,-0.317,-0.962
0.129,-0.352,-0.965
0.067,-0.367,-1.003
0.018,-0.358,-1.003
-0.009,-0.355,-0.982
-0.056,-0.346,-0.979
-0.1,-0.367,-0.979
-0.129,-0.355,-0.977
-0.235,-0.337,-1.059
-0.24,-0.284,-0.991
-0.258,-0.226,-0.974
-0.293,-0.191,-0.994
-0.299,-0.158,-0.988
-0.34,-0.123,-0.994
-0.331,-0.067,-0.994
-0.331,-0.032,-0.979
-0.317,0.026,-1.003
-0.305,0.056,-0.956
-0.27,0.114,-0.997
-0.226,0.188,-0.968
-0.229,0.17,-0.956
-0.211,0.188,-0.956
-0.17,0.229,-0.968
-0.097,0.273,-0.977
-0.067,0.282,-0.977
0.029,0.284,-0.977
0.076,0.255,-0.965
0.067,0.273,-0.935
0.129,0.27,-0.95
0.191,0.226,-0.962
0.299,0.152,-1.009
0.293,0.091,-0.977
0.308,0.032,-0.994
0.32,-0.015,-1.032
0.302,-0.047,-1.006
0.279,-0.1,-0.974
0.32,-0.106,-1.012
0.287,-0.196,-1.021
0.243,-0.24,-0.979
0.226,-0.258,-0.974
0.196,-0.302,-0.982
0.147,-0.328,-0.997
0.091,-0.346,-0.974
0.047,-0.358,-0.921
-0.026,-0.361,-0.965
-0.062,-0.352,-0.941
-0.117,-0.337,-0.956
-0.141,-0.296,-0.894
-0.191,-0.32,-1.006
-0.246,-0.27,-0.997
-0.249,-0.24,-0.974
-0.29,-0.188,-0.968
-0.314,-0.132,-0.974
-0.299,-0.076,-0.953
-0.32,-0.041,-0.977
-0.328,-0.041,-0.994
-0.346,-0.047,-1.009
-0.314,0.097,-1.021
-0.29,0.114,-0.962
-0.24,0.185,-0.982
-0.182,0.24,-0.968
-0.103,0.243,-0.982
-0.082,0.24,-0.977
-0.111,0.252,-0.974
-0.076,0.27,-0.965
0.009,0.282,-0.962
0.117,0.258,-0.965
0.144,0.232,-0.968
0.167,0.229,-0.982
0.199,0.182,-0.941
0.27,0.202,-1.021
0.276,0.126,-0.941
0.314,0.062,-0.977
0.34,0.012,-1.023
0.317,-0.047,-1.021
0.299,-0.1,-0.962
0.299,-0.129,-0.977
0.326,-0.132,-1.018
0.293,-0.185,-0.997
0.27,-0.243,-0.991
0.214,-0.302,-1.018
0.141,-0.331,-0.982
0.073,-0.358,-0.982
0.018,-0.361,-1.003
0.018,-0.358,-0.977
-0.059,-0.343,-0.935
-0.103,-0.337,-0.909
-0.173,-0.287,-0.891
-0.185,-0.331,-1.009
-0.258,-0.267,-1.012
-0.261,-0.22,-0.982
-0.279,-0.182,-0.968
-0.314,-0.144,-0.977
-0.314,-0.073,-0.962
-0.299,-0.018,-0.947
-0.328,0.009,-0.991
-0.299,0.062,-1.009
-0.264,0.097,-0.974
-0.284,0.097,-0.938
-0.255,0.158,-0.982
-0.235,0.191,-0.977
-0.114,0.282,-0.979
-0.032,0.287,-0.991
0.018,0.273,-0.994
0.032,0.267,-1.003
0.041,0.261,-0.991
0.056,0.276,-0.982
0.132,0.255,-0.947
0.202,0.217,-0.947
0.232,0.158,-0.921
0.343,0.123,-1.109
0.343,0.032,-1.067
0.314,-0.003,-1.021
0.32,-0.012,-1.006
0.334,-0.026,-1.009
0.308,-0.067,-0.982
0.279,-0.155,-0.974
0.27,-0.185,-0.991
0.255,-0.205,-1.018
0.246,-0.214,-1.012
0.235,-0.255,-0.988
0.185,-0.32,-0.979
0.141,-0.355,-1.035
0.032,-0.375,-1.023
-0.023,-0.375,-1.035
-0.059,-0.358,-1.012
-0.111,-0.34,-0.994
-0.126,-0.296,-0.912
-0.15,-0.343,-0.965
-0.226,-0.276,-0.962
-0.258,-0.22,-0.95
-0.305,-0.167,-0.977
-0.331,-0.1,-0.988
-0.293,-0.067,-0.962
-0.299,-0.009,-0.962
-0.299,0.012,-0.994
-0.317,0.003,-0.982
-0.308,0.085,-0.968
-0.284,0.152,-0.977
-0.199,0.202,-0.956
-0.141,0.226,-0.979
-0.106,0.243,-0.991
-0.082,0.252,-0.968
-0.032,0.267,-1.012
0.018,0.29,-0.988
0.114,0.273,-0.991
0.141,0.252,-0.997
0.161,0.226,-0.988
0.217,0.188,-0.994
0.22,0.141,-0.962
0.305,0.152,-1.079
0.343,0.076,-1.088
0.326,-0.003,-1.038
0.32,-0.026,-1.006
0.346,-0.041,-1.009
0.305,-0.129,-0.997
0.308,-0.111,-0.965
0.29,-0.176,-0.974
0.261,-0.217,-1.006
0.235,-0.24,-1.003
0.22,-0.27,-0.979
0.185,-0.317,-1.023
0.132,-0.343,-1.082
0.114,-0.358,-1.047
0.07,-0.381,-1.026
0.009,-0.39,-1.035
-0.082,-0.39,-1.026
-0.196,-0.273,-0.897
-0.199,-0.299,-0.962
-0.27,-0.246,-1.006
-0.27,-0.202,-0.974
-0.261,-0.196,-0.935
-0.331,-0.111,-0.965
-0.305,-0.047,-0.974
-0.287,0.009,-0.953
-0.32,0.029,-0.979
-0.29,0.047,-0.982
-0.273,0.091,-0.935
-0.27,0.155,-0.977
-0.22,0.217,-0.982
-0.126,0.27,-0.988
-0.082,0.27,-0.979
-0.047,0.27,-0.988
0.003,0.27,-0.991
0.053,0.261,-0.982
0.07,0.261,-0.994
0.144,0.246,-1.012
0.214,0.211,-1.026
0.226,0.167,-0.994
0.258,0.123,-0.947
0.293,0.085,-1.003
0.305,0.059,-1.012
0.305,0.018,-0.982
0.328,0.003,-1.012
0.317,-0.067,-1.032
0.308,-0.132,-1.012
0.279,-0.158,-0.965
0.258,-0.211,-0.965
0.243,-0.246,-0.994
0.243,-0.252,-0.979
0.235,-0.302,-1.012
0.091,-0.387,-1.018
0.003,-0.387,-0.977
-0.038,-0.361,-0.947
-0.062,-0.352,-0.988
-0.076,-0.343,-0.979
-0.038,-0.343,-0.947
-0.129,-0.299,-0.909
-0.173,-0.302,-0.994
-0.284,-0.238,-1.038
-0.276,-0.226,-0.991
-0.264,-0.185,-0.953
-0.317,-0.085,-0.979
-0.29,-0.111,-0.974
-0.302,-0.026,-0.956
-0.305,0.012,-0.95
-0.305,0.047,-0.965
-0.293,0.126,-0.953
-0.232,0.191,-0.997
-0.188,0.217,-0.962
-0.141,0.246,-0.979
-0.103,0.267,-1.018
-0.088,0.273,-0.982
-0.018,0.267,-0.979
0.047,0.258,-0.974
0.106,0.243,-0.988
0.12,0.252,-0.997
0.147,0.226,-0.982
0.229,0.188,-0.977
0.287,0.155,-1.026
0.317,0.076,-1.012
0.328,0.023,-0.991
0.326,-0.026,-0.988
0.32,-0.082,-0.994
0.302,-0.126,-1.003
0.279,-0.188,-1.018
0.249,-0.205,-1.003
0.217,-0.24,-0.977
0.182,-0.299,-0.979
0.161,-0.302,-0.979
0.129,-0.331,-0.991
0.12,-0.337,-0.977
0.103,-0.367,-0.991
0.012,-0.402,-1.009
-0.018,-0.411,-0.988
-0.126,-0.39,-1.018
-0.176,-0.358,-0.994
-0.24,-0.326,-1.032
-0.258,-0.229,-0.962
-0.249,-0.24,-0.968
-0.308,-0.205,-1.003
-0.302,-0.158,-0.982
-0.314,-0.076,-0.977
-0.331,-0.018,-0.994
-0.314,-0.029,-1.003
-0.293,0,-0.979
-0.302,0.047,-0.977
-0.305,0.076,-0.956
-0.279,0.138,-0.965
-0.211,0.214,-0.991
-0.155,0.24,-0.974
-0.135,0.22,-0.95
-0.114,0.243,-0.962
-0.082,0.282,-0.991
0.018,0.296,-1.009
0.088,0.299,-0.997
0.132,0.252,-0.947
0.191,0.22,-0.935
0.246,0.161,-0.935
0.299,0.152,-1.047
0.287,0.097,-0.997
0.293,0.009,-0.979
0.302,-0.023,-0.977
0.308,-0.088,-0.982
0.284,-0.147,-0.982
0.273,-0.205,-1.018
0.235,-0.226,-1.003
0.229,-0.238,-1.003
0.182,-0.299,-0.997
0.17,-0.317,-0.962
0.114,-0.346,-0.965
0.038,-0.367,-1.018
0,-0.355,-0.974
0,-0.346,-0.956
-0.059,-0.346,-0.962
-0.091,-0.372,-0.991
-0.182,-0.358,-0.997
-0.226,-0.326,-0.994
-0.243,-0.282,-0.979
-0.284,-0.238,-0.988
-0.293,-0.191,-0.982
-0.32,-0.161,-0.979
-0.334,-0.047,-0.977
-0.305,0.003,-0.962
-0.308,0.015,-1.003
-0.305,0.053,-0.991
-0.255,0.088,-0.965
-0.27,0.091,-0.962
-0.246,0.141,-0.988
-0.261,0.155,-0.968
-0.229,0.199,-0.953
-0.173,0.243,-0.953
-0.088,0.296,-0.982
0.023,0.299,-0.977
0.085,0.27,-0.982
0.091,0.261,-0.977
0.117,0.267,-0.994
0.17,0.258,-0.974
0.205,0.205,-0.912
0.326,0.167,-1.05
0.328,0.076,-1.023
0.328,0.015,-1.012
0.328,-0.029,-0.997
0.343,-0.047,-1.006
0.302,-0.114,-0.991
0.299,-0.132,-0.977
0.284,-0.182,-0.974
0.249,-0.24,-0.994
0.205,-0.27,-0.991
0.191,-0.29,-0.997
0.191,-0.314,-1.012
0.091,-0.361,-0.997
0.047,-0.372,-0.979
-0.012,-0.375,-1.023
-0.1,-0.381,-1.05
-0.144,-0.352,-1.003
-0.185,-0.276,-0.927
-0.199,-0.29,-0.982
-0.246,-0.258,-0.977
-0.261,-0.199,-0.95
-0.264,-0.144,-0.921
-0.299,-0.088,-0.938
-0.299,-0.044,-0.965
-0.29,0.003,-0.962
-0.32,-0.009,-0.991
-0.346,-0.009,-0.991
-0.302,0.117,-0.982
-0.249,0.191,-0.968
-0.185,0.229,-0.953
-0.117,0.246,-0.979
-0.073,0.255,-0.991
-0.056,0.24,-0.979
-0.076,0.238,-0.956
0.009,0.252,-0.965
0.073,0.261,-0.977
0.147,0.255,-1.006
0.191,0.217,-0.994
0.205,0.191,-0.997
0.261,0.138,-0.979
0.305,0.144,-1.035
0.349,0.123,-1.094
0.358,0.029,-1.082
0.355,-0.032,-1.047
0.331,-0.082,-1.018
0.314,-0.129,-0.994
0.317,-0.129,-0.982
0.293,-0.182,-0.956
0.27,-0.229,-0.974
0.235,-0.282,-1.003
0.167,-0.326,-0.979
0.103,-0.355,-0.979
0.085,-0.361,-1.026
0.041,-0.367,-1.018
0.015,-0.375,-1.009
-0.029,-0.37,-0.956
-0.059,-0.337,-0.903
-0.185,-0.302,-0.933
-0.246,-0.32,-1.05
-0.284,-0.243,-0.997
-0.29,-0.199,-0.974
