43265.5705908565,112,140,58
43265.5705914352,124,132,59
43265.5705920139,116,126,61
43265.5705925926,116,121,64
43265.5705931713,102,113,68
43265.57059375,100,92,73
43265.5705943287,84,109,73
43265.5705949074,101,97,103
43265.5705954861,79,85,123
43265.5705960648,88,100,156
43265.5705966435,104,125,202
43265.5705972222,112,130,203
43265.5705978009,104,107,214
43265.5705983796,114,106,211
43265.5705989583,116,92,191
43265.570599537,117,73,190
43265.5706001157,139,90,186
43265.5706006944,131,131,200
43265.5706012731,130,130,199
43265.5706018518,131,130,200
43265.5706024305,130,130,199
43265.5706030092,131,130,199
43265.5706035879,131,130,199
43265.5706041666,131,130,199
43265.5706047453,131,130,199
43265.570605324,131,130,200
43265.5706059027,131,130,199
43265.5706064814,130,130,200
43265.5706070601,131,130,199
43265.5706076388,131,130,199
43265.5706082175,131,130,199
43265.5706087962,130,130,199
43265.5706093749,131,130,199
43265.5706099536,130,130,199
43265.5706105323,131,130,200
43265.570611111,131,130,199
43265.5706116897,131,130,199
43265.5706122684,131,130,199
43265.5706128471,131,130,199
43265.5706134258,131,130,199
43265.5706140045,131,130,199
43265.5706145832,131,130,199
43265.5706151619,131,130,199
43265.5706157406,131,130,199
43265.5706163193,131,130,199
43265.570616898,131,130,199
43265.5706174767,131,130,199
43265.5706180554,131,130,199
43265.5706186341,131,130,199
43265.5706192128,131,130,199
43265.5706197915,131,130,199
43265.5706203702,131,130,199
43265.5706209489,131,130,199
43265.5706215276,131,130,199
43265.5706221063,131,130,199
43265.570622685,131,130,199
43265.5706232637,131,130,199
43265.5706238424,131,130,199
43265.5706244211,131,130,199
43265.5706249998,131,130,199
43265.5706255785,131,130,199
43265.5706261572,131,130,199
43265.5706267359,131,130,199
43265.5706273146,131,130,199
43265.5706278933,131,130,199
43265.570628472,131,130,199
43265.5706290507,131,130,199
43265.5706296294,131,130,199
43265.5706302081,131,130,199
43265.5706307868,131,130,199
43265.5706313655,131,130,199
43265.5706319442,131,130,199
43265.5706325229,131,130,199
43265.5706331016,131,130,199
43265.5706336803,131,130,199
43265.570634259,131,130,199
43265.5706348377,131,130,199
43265.5706354164,131,130,199
43265.5706359951,131,130,199
43265.5706365738,131,130,199
43265.5706371525,131,130,199
43265.5706377312,131,130,199
43265.5706383099,131,130,199
43265.5706388886,131,130,199
43265.5706394673,131,130,199
43265.570640046,131,130,199
43265.5706406247,131,130,199
43265.5706412034,131,130,199
43265.5706417821,131,130,199
43265.5706423608,131,130,199
43265.5706429395,131,130,199
43265.5706435182,131,130,199
43265.5706440969,131,130,199
43265.5706446756,131,130,199
43265.5706452543,131,130,199
43265.570645833,131,130,199
43265.5706464117,131,130,199
43265.5706469904,131,130,199
43265.5706475691,131,130,199
43265.5706481478,131,130,199
43265.5706487265,131,130,199
43265.5706493052,131,130,199
43265.5706498839,131,130,199
43265.5706504626,131,130,199
43265.5706510413,131,130,199
43265.57065162,131,130,199
43265.5706521987,131,130,199
43265.5706527774,131,130,199
43265.5706533561,131,130,199
43265.5706539348,131,130,199
43265.5706545135,131,130,199
43265.5706550922,131,130,199
43265.5706556709,131,130,199
43265.5706562496,131,130,199
43265.5706568283,131,130,199
43265.570657407,131,130,199
43265.5706579857,131,130,199
43265.5706585644,131,130,199
43265.5706591431,131,130,199
43265.5706597218,131,130,199
43265.5706603005,131,130,199
43265.5706608792,131,130,199
43265.5706614579,131,130,199
43265.5706620366,131,130,199
43265.5706626153,131,130,199
43265.570663194,131,130,199
43265.5706637727,131,130,199
43265.5706643515,131,130,199
43265.5706649302,131,130,199
