ACTIVITY,LOCATION,HEADER_TIME_STAMP,X,Y,Z,SR,GRANGE,TYPE,GROUP
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.051,-0.879,0.363,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.047,-0.883,0.379,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.039,-0.91,0.391,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.039,-0.957,0.414,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.039,-1.008,0.426,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.043,-1.02,0.406,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.059,-1.004,0.387,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.074,-0.973,0.355,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.109,-0.957,0.348,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.148,-0.945,0.34,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.184,-0.957,0.336,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.211,-0.977,0.324,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.199,-0.996,0.32,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.199,-1.016,0.336,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.211,-1.027,0.313,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.223,-1.023,0.266,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.234,-1.008,0.188,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.262,-1.008,0.168,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.297,-1.047,0.184,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.309,-1.09,0.176,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.293,-1.102,0.172,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.27,-1.09,0.184,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.219,-1.078,0.168,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.168,-1.059,0.152,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.121,-1.066,0.168,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.094,-1.059,0.109,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.078,-1.039,0.098,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.07,-1.039,0.145,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.078,-1.047,0.164,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.098,-1.047,0.156,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.117,-1.039,0.172,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.109,-1.035,0.215,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.105,-1.016,0.215,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.082,-0.988,0.219,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.043,-0.969,0.234,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.012,-0.961,0.25,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,0.02,-0.961,0.281,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,0.027,-0.969,0.309,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,0.016,-0.984,0.324,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,0,-0.977,0.32,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.016,-0.961,0.34,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.027,-0.953,0.355,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.031,-0.953,0.344,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.016,-0.949,0.336,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.004,-0.949,0.332,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,0.031,-0.949,0.355,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,0.051,-0.949,0.387,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,0.063,-0.949,0.422,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,0.031,-0.945,0.441,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.008,-0.938,0.438,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.047,-0.938,0.438,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.086,-0.926,0.426,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.113,-0.918,0.422,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.141,-0.91,0.434,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.148,-0.895,0.469,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.156,-0.852,0.508,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.145,-0.801,0.543,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.148,-0.793,0.543,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.156,-0.797,0.535,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.168,-0.793,0.539,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.176,-0.793,0.547,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.148,-0.785,0.586,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.102,-0.766,0.609,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.063,-0.754,0.609,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.043,-0.727,0.598,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.035,-0.711,0.586,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.035,-0.691,0.563,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.039,-0.691,0.531,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.035,-0.688,0.539,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.023,-0.691,0.555,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.008,-0.699,0.578,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,0,-0.727,0.578,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.016,-0.75,0.57,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.027,-0.766,0.563,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.035,-0.789,0.559,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.035,-0.805,0.563,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.023,-0.816,0.563,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.016,-0.82,0.543,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.008,-0.813,0.516,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.008,-0.813,0.496,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.012,-0.82,0.496,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.004,-0.844,0.488,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.008,-0.848,0.48,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.008,-0.852,0.461,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.004,-0.852,0.457,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.016,-0.852,0.457,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.051,-0.824,0.449,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.082,-0.801,0.422,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.102,-0.777,0.422,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.098,-0.773,0.441,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.105,-0.777,0.438,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.121,-0.797,0.438,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.117,-0.828,0.465,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.086,-0.871,0.512,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.035,-0.918,0.504,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.043,-0.984,0.496,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.137,-1.039,0.473,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.23,-1.074,0.406,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.293,-1.102,0.371,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.27,-1.105,0.469,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.211,-1.059,0.484,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.184,-0.934,0.281,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.137,-0.793,0.063,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.078,-0.82,0.063,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.051,-0.965,0.219,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.098,-1.059,0.262,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.164,-1.113,0.242,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.211,-1.141,0.273,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.238,-1.145,0.305,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.262,-1.121,0.273,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.281,-1.07,0.172,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.277,-1.016,0.086,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.23,-0.973,0.078,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.172,-0.938,0.102,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.109,-0.938,0.121,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.027,-0.949,0.133,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.035,-0.949,0.129,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.094,-0.969,0.207,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.109,-1.035,0.32,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.078,-1.102,0.355,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.027,-1.121,0.336,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.051,-1.117,0.309,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.121,-1.082,0.242,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.176,-1.027,0.172,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.191,-0.988,0.184,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.191,-0.969,0.172,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.176,-0.957,0.172,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.148,-0.977,0.238,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.125,-1.016,0.273,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.105,-1.039,0.289,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.07,-1.031,0.309,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.047,-1.016,0.324,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.023,-1,0.32,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.004,-0.992,0.332,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.023,-0.992,0.379,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,0.008,-0.992,0.367,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.008,-0.977,0.367,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.027,-0.969,0.379,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.055,-0.965,0.383,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.086,-0.961,0.379,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.082,-0.961,0.391,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.066,-0.957,0.395,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.063,-0.961,0.387,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.051,-0.949,0.375,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.055,-0.934,0.402,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.074,-0.914,0.434,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.07,-0.844,0.418,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.074,-0.762,0.438,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.055,-0.711,0.484,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.035,-0.695,0.527,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.02,-0.703,0.582,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.035,-0.738,0.621,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.055,-0.777,0.641,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:04,-0.086,-0.805,0.629,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.125,-0.813,0.629,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.148,-0.777,0.602,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.117,-0.727,0.574,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.066,-0.68,0.543,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.012,-0.672,0.531,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.023,-0.684,0.563,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.043,-0.703,0.582,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.051,-0.715,0.563,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.047,-0.738,0.543,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.043,-0.742,0.531,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.035,-0.762,0.516,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.031,-0.781,0.52,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.031,-0.793,0.504,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.043,-0.789,0.5,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.055,-0.793,0.504,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.051,-0.805,0.5,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.059,-0.805,0.492,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.063,-0.809,0.477,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.074,-0.813,0.473,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.105,-0.824,0.461,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.125,-0.832,0.453,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.141,-0.863,0.465,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.148,-0.898,0.48,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.133,-0.918,0.465,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.109,-0.922,0.445,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.086,-0.938,0.449,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.051,-0.945,0.418,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.016,-0.93,0.367,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.027,-0.918,0.375,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.07,-0.914,0.367,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.117,-0.895,0.348,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.145,-0.895,0.348,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.152,-0.898,0.367,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.164,-0.93,0.391,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.164,-0.949,0.375,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.16,-0.965,0.348,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.141,-0.992,0.371,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.125,-1.008,0.418,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.113,-0.992,0.422,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.098,-0.969,0.426,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.086,-0.938,0.41,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.094,-0.883,0.305,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.121,-0.879,0.305,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.191,-0.984,0.313,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.289,-1.035,0.203,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.336,-1.066,0.121,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.301,-1.141,0.152,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.176,-1.164,0.25,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.027,-1.09,0.277,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.047,-1.039,0.32,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.051,-1.004,0.293,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.004,-0.953,0.211,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.051,-0.938,0.164,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.105,-0.953,0.113,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.105,-0.965,0.09,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.063,-0.992,0.102,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.031,-1.027,0.152,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.016,-1.074,0.211,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.004,-1.098,0.172,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.023,-1.121,0.258,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.023,-1.164,0.27,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.074,-1.125,0.199,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.141,-1.063,0.215,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.195,-0.996,0.191,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.203,-0.953,0.16,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.195,-0.977,0.227,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.164,-1.016,0.227,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.137,-1.02,0.242,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.113,-1.035,0.273,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.066,-1.039,0.305,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.031,-1.02,0.332,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.004,-1.004,0.391,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.027,-0.996,0.434,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.055,-0.957,0.383,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.066,-0.938,0.371,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.066,-0.93,0.359,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.063,-0.895,0.375,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.027,-0.863,0.395,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.016,-0.871,0.41,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.07,-0.891,0.406,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.09,-0.91,0.426,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.098,-0.895,0.438,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.074,-0.855,0.418,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.035,-0.84,0.438,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.008,-0.84,0.465,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.012,-0.867,0.496,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0,-0.848,0.5,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.027,-0.816,0.496,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.059,-0.824,0.516,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.09,-0.84,0.527,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.098,-0.859,0.535,80,8,GT9X,Original
