ACTIVITY,LOCATION,HEADER_TIME_STAMP,X,Y,Z,SR,GRANGE,TYPE,GROUP
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.164,-1.059,0.254,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.117,-1.043,0.266,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.063,-1.02,0.27,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.023,-0.984,0.238,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.016,-0.938,0.215,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.035,-0.922,0.18,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.055,-0.93,0.184,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.082,-0.957,0.234,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.074,-0.996,0.258,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.039,-1.016,0.227,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.004,-1.023,0.188,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.055,-1.031,0.176,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.082,-1.039,0.18,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.082,-1.047,0.172,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.063,-1.059,0.172,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.035,-1.066,0.211,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.02,-1.078,0.258,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.031,-1.094,0.289,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.047,-1.09,0.313,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.078,-1.07,0.32,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.117,-1.039,0.305,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.148,-1.012,0.281,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.164,-0.973,0.254,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.164,-0.945,0.266,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.148,-0.926,0.289,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.117,-0.926,0.297,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.086,-0.93,0.301,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.047,-0.945,0.313,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.012,-0.973,0.336,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.016,-1.012,0.383,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.039,-1.023,0.438,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.051,-1.012,0.461,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.07,-0.973,0.453,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.055,-0.941,0.48,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.023,-0.906,0.5,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.008,-0.852,0.527,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.043,-0.805,0.527,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.07,-0.77,0.512,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.094,-0.77,0.523,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.133,-0.773,0.535,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.164,-0.766,0.527,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.168,-0.754,0.52,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.133,-0.734,0.523,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.078,-0.711,0.559,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.02,-0.66,0.555,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.039,-0.609,0.535,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.07,-0.621,0.535,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.066,-0.656,0.539,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.063,-0.707,0.551,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.055,-0.762,0.578,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.051,-0.793,0.586,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.035,-0.813,0.59,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.016,-0.816,0.598,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.008,-0.801,0.574,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.027,-0.797,0.543,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.027,-0.813,0.52,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.016,-0.82,0.484,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.012,-0.816,0.453,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.031,-0.797,0.426,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.039,-0.789,0.418,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.035,-0.809,0.434,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.027,-0.832,0.453,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.016,-0.84,0.441,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.008,-0.84,0.422,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.008,-0.855,0.398,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.016,-0.887,0.398,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.016,-0.938,0.41,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,0.004,-0.98,0.43,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.039,-0.988,0.426,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.086,-0.969,0.398,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.133,-0.941,0.375,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.168,-0.926,0.367,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.18,-0.91,0.359,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.184,-0.902,0.363,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.172,-0.906,0.379,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.156,-0.922,0.367,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.152,-0.973,0.332,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.133,-1.047,0.301,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.129,-1.117,0.293,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:00,-0.145,-1.168,0.289,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.152,-1.168,0.273,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.188,-1.125,0.266,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.219,-1.074,0.266,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.254,-1.02,0.25,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.281,-0.961,0.207,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.273,-0.945,0.223,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.23,-0.965,0.25,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.18,-0.965,0.23,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.117,-0.957,0.227,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.051,-0.949,0.266,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.012,-0.957,0.289,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.012,-0.965,0.27,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.016,-0.965,0.215,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.02,-0.973,0.199,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.008,-1,0.215,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0,-1.004,0.203,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.023,-1.012,0.203,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.039,-1.031,0.199,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.055,-1.055,0.203,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.07,-1.059,0.215,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.086,-1.059,0.215,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.09,-1.051,0.203,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.082,-1.039,0.18,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.074,-1.035,0.191,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.059,-1.043,0.207,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.039,-1.051,0.246,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.027,-1.055,0.238,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.02,-1.047,0.227,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.016,-1.035,0.262,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.02,-1.039,0.277,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.016,-1.023,0.297,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.02,-1.012,0.332,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.02,-1.012,0.375,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.027,-0.984,0.367,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.051,-0.957,0.332,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.043,-0.934,0.379,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.023,-0.926,0.43,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.016,-0.902,0.438,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.012,-0.887,0.465,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.039,-0.836,0.441,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.074,-0.824,0.5,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.113,-0.844,0.512,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.117,-0.816,0.477,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.098,-0.809,0.492,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.059,-0.816,0.457,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.008,-0.805,0.449,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.012,-0.836,0.508,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.016,-0.848,0.547,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.082,-0.832,0.57,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.148,-0.816,0.551,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.207,-0.793,0.484,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.219,-0.75,0.457,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.184,-0.73,0.488,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.137,-0.746,0.535,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.09,-0.766,0.555,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.051,-0.754,0.527,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.012,-0.723,0.504,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.035,-0.711,0.508,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.063,-0.727,0.516,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.086,-0.766,0.523,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.086,-0.816,0.543,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.066,-0.852,0.559,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.043,-0.863,0.555,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.012,-0.859,0.543,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.016,-0.848,0.516,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.031,-0.824,0.469,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.02,-0.793,0.445,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.004,-0.785,0.434,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.02,-0.785,0.434,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.035,-0.805,0.441,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.035,-0.828,0.438,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.039,-0.844,0.426,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.055,-0.852,0.426,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.066,-0.871,0.41,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.063,-0.891,0.406,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.039,-0.906,0.422,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,0.012,-0.91,0.434,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.031,-0.922,0.434,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.086,-0.934,0.391,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:01,-0.137,-0.949,0.355,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.156,-0.969,0.344,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.16,-0.992,0.336,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.16,-1.016,0.332,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.152,-1.02,0.352,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.137,-1.012,0.359,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.105,-0.992,0.375,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.09,-1,0.371,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.094,-1.027,0.352,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.129,-1.043,0.324,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.184,-1.051,0.293,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.246,-1.055,0.234,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.297,-1.051,0.188,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.305,-1.023,0.137,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.266,-0.977,0.141,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.207,-0.98,0.176,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.148,-0.98,0.191,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.102,-0.977,0.207,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.07,-0.98,0.207,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.078,-1.008,0.207,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.094,-1.055,0.203,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.137,-1.066,0.184,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.168,-1.055,0.172,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.203,-1.031,0.152,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.219,-1.035,0.16,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.211,-1.047,0.16,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.18,-1.035,0.168,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.133,-1.027,0.199,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.09,-1.039,0.242,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.059,-1.035,0.258,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.043,-1.023,0.254,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.043,-1.016,0.277,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.055,-1.016,0.27,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.055,-1.004,0.285,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.043,-1,0.313,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.035,-0.98,0.293,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.035,-0.965,0.301,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.012,-0.949,0.301,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.004,-0.941,0.297,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,0,-0.945,0.32,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,0,-0.945,0.34,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.016,-0.941,0.332,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.035,-0.953,0.363,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.059,-0.98,0.391,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.082,-0.969,0.367,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.109,-0.961,0.375,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.141,-0.961,0.418,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.156,-0.961,0.422,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.16,-0.945,0.402,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.152,-0.926,0.379,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.148,-0.93,0.418,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.156,-0.938,0.465,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.164,-0.918,0.48,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.156,-0.848,0.473,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.133,-0.785,0.477,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.102,-0.766,0.477,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.063,-0.758,0.461,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.027,-0.754,0.465,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,0.004,-0.785,0.512,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.02,-0.852,0.543,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.082,-0.879,0.539,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.145,-0.855,0.508,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.176,-0.813,0.484,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.164,-0.785,0.512,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.109,-0.758,0.551,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.047,-0.723,0.582,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.012,-0.715,0.566,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.012,-0.699,0.531,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.023,-0.703,0.5,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.031,-0.719,0.523,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.035,-0.75,0.523,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.039,-0.773,0.484,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,-0.023,-0.77,0.449,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,0,-0.797,0.473,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,0.023,-0.844,0.484,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,0.043,-0.867,0.484,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,0.055,-0.883,0.465,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,0.059,-0.914,0.469,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,0.059,-0.934,0.48,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,0.055,-0.926,0.488,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:02,0.047,-0.902,0.473,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,0.035,-0.875,0.445,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,0.012,-0.855,0.418,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.012,-0.848,0.383,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.027,-0.836,0.359,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.047,-0.848,0.355,80,8,GT9X,Original
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:03,-0.051,-0.867,0.359,80,8,GT9X,Original
