resample,low_bandwidth,high_bandwidth,use_extrapolate,use_interpolate,name,DEVICE,GRANGE,SR,RPM,N,mean,sd,se,cv,SERIES
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),CLE2B41120128,6,80,6,24,8.94535381065386,0.850719984787088,0.173652489726386,0.0951018822501896,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),CLE2B41120128,6,80,7,18,17.3724749313287,1.30108481910798,0.306668632830042,0.074893463611317,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),CLE2B41120128,6,80,8,24,24.3919970496739,3.66065752736936,0.747228588761106,0.15007617129153,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,1,18,10.4295574703977,0.165459632368718,0.0389992093535178,0.015864492126185,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,2,18,39.404620053283,0.633416092448764,0.149297604761069,0.0160746656506841,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,3,18,35.7227216301521,0.181500964551079,0.0427801876086557,0.00508082688744189,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,4,18,27.1684164354917,6.6701795940255,1.57217640755585,0.245512270097268,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,5,18,33.1704261746576,2.33311722424245,0.549921003521657,0.0703372700717654,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,6,18,46.832739500724,4.59520947081556,1.08310125926211,0.0981195958170358,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,7,18,41.5853336482306,5.71312880631275,1.34659737357865,0.137383262441513,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,8,18,36.6694569462187,3.84729867773817,0.906816994759566,0.104918343442632,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,1,30,10.8860337336826,0.141195019234986,0.0257785656807926,0.0129702904371968,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,2,30,41.4402658153251,0.551488897257601,0.100687636413879,0.0133080443961258,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,3,24,38.7382609711369,0.205779610708923,0.0420045871421185,0.00531205081359344,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,4,24,20.9124533197242,0.164933172991958,0.0336668429573738,0.00788683998335083,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,5,24,14.895381661103,1.04213838311297,0.212725606666323,0.0699638590553445,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,6,24,18.1950582481415,4.01935309508653,0.820447014919856,0.220903557453413,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,7,18,10.1939906246864,2.55312694644795,0.601777792354483,0.250454119534419,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,8,24,7.68641435648014,3.05536790218309,0.623674361402203,0.397502367226302,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,1,18,10.4334445750588,0.18435803021323,0.0434536044433232,0.0176699103433145,Nexus 4: 50Hz, 4g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,2,18,39.4630059596312,0.681352901177256,0.160596418934522,0.0172656107817597,Nexus 4: 50Hz, 4g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,3,18,36.0686447374248,0.273578286694774,0.0644830205690908,0.00758493391382986,Nexus 4: 50Hz, 4g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,4,18,20.4744164467902,0.299064565903724,0.0704901941877116,0.014606744308486,Nexus 4: 50Hz, 4g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,5,18,17.4209229233297,0.97416353003869,0.229612546024994,0.0559191688250978,Nexus 4: 50Hz, 4g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,6,18,21.6855841777622,1.57288925157369,0.37073355194773,0.0725315600760543,Nexus 4: 50Hz, 4g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,7,18,40.0822411850635,3.57267854776541,0.842088409374877,0.0891337021617634,Nexus 4: 50Hz, 4g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,8,18,39.5566084874435,4.7568327325779,1.12119622739199,0.120253806240438,Nexus 4: 50Hz, 4g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,1,30,10.9699165614427,0.146418267260332,0.0267321959364346,0.0133472544153131,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,2,30,41.3791532167341,0.51111759386964,0.0933168785667219,0.0123520554225102,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,3,24,37.5541511728613,0.17979838690203,0.0367011920404569,0.00478771004767009,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,4,24,19.4237046968436,0.16758093996422,0.0342073161273601,0.00862765072779616,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,5,24,11.4620464287523,0.413778322106578,0.0844621463155081,0.0360998644246129,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,6,24,7.4200796644402,0.567305387269064,0.115800727261768,0.0764554307937964,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,7,18,5.46668593180782,1.0853584823685,0.255821447633701,0.198540486120367,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,8,24,4.78855690144961,0.993189490052151,0.202733955710233,0.207408935613042,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,2,18,39.4266700524811,0.629408843409323,0.148353087104505,0.0159640376063084,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,3,18,35.4430290670741,0.159624236696127,0.0376237934031859,0.00450368495294367,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,4,18,18.1188603417362,0.1768490961465,0.0416837317106339,0.00976049778026784,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,5,18,10.5499779603659,0.438139295680399,0.103270422359969,0.0415298778183611,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,6,18,6.72809935285589,0.614470409959528,0.14483206457362,0.0913289738652123,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,7,18,5.08064322403825,0.821314754959413,0.193585744240123,0.161655664202811,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,8,18,5.01352906546859,0.850360063241338,0.200431789056057,0.169613071378865,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,2,18,40.9833483853018,0.706838461514566,0.166603423113472,0.0172469671064765,ActivPal3: 20Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,3,18,36.4964472182008,0.232459716826709,0.0547912807069569,0.0063693793381286,ActivPal3: 20Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,4,18,29.2204574129552,0.469735500843715,0.110717719336883,0.0160755697354503,ActivPal3: 20Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,5,18,37.9219236175942,8.32404133815412,1.96199535902864,0.219504722969594,ActivPal3: 20Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,6,18,25.0340911872427,0.886079864351636,0.208851026918633,0.0353949283688469,ActivPal3: 20Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,7,18,33.328204937432,3.34250936966607,0.787837013823484,0.10029071100412,ActivPal3: 20Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,8,18,33.3853690675077,2.28955562297198,0.539653435635758,0.068579610976962,ActivPal3: 20Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,2,18,39.3621026433661,0.668760139365172,0.157628276510791,0.016989949582327,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,3,18,35.3024222572338,0.184669560441077,0.0435270328222083,0.00523107335512188,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,4,18,17.9720386193231,0.159332925646434,0.0375551307302952,0.00886560111634319,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,5,18,10.3838190900892,0.422925407844819,0.0996844746077193,0.0407292735144508,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,6,18,7.1661392850691,0.577291419147436,0.136068892399986,0.0805582191725247,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,7,18,4.23510114791081,0.655434563552641,0.154487408170706,0.154762434393325,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,8,18,3.6472001149101,0.801430926663851,0.188899080965543,0.219738676632391,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,1,30,10.9905774811861,0.143059805181173,0.0261190274566743,0.0130165867467898,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,2,30,41.1755400623359,0.51818124327057,0.094606518605121,0.0125846860171376,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,3,24,36.9802508284136,0.19540275317876,0.0398864199685806,0.00528397587364723,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,4,24,18.8147925704115,0.16157699427817,0.0329817658461762,0.00858776378604724,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,5,24,10.9034151074709,0.411969289581334,0.0840928790975959,0.0377835096179229,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,6,24,6.68140817909724,0.541026744553947,0.110436621779689,0.0809749576813083,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,7,18,3.77618468684885,0.759645084651347,0.179050063550665,0.201167354789857,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,8,24,3.05150749566019,0.564079502924971,0.115142246377413,0.184852733846205,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,1,18,10.4295574732995,0.165459631695797,0.0389992091949089,0.0158644920572505,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,2,18,39.4046200454403,0.633416107114605,0.149297608217841,0.0160746660260692,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,3,18,35.7475400450951,0.181520495178929,0.0427847910217869,0.00507784577484054,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,4,18,14.2296644224578,0.173752135138506,0.0409537710006931,0.0122105574650295,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,5,18,5.93304579042853,0.26099834193309,0.0615178991531111,0.0439906164813602,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,6,18,3.30608947515434,0.341541812103685,0.0805021771324192,0.103306887085305,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,7,18,2.32674273961636,0.447950704299776,0.10558299354922,0.192522661260624,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,8,18,3.02948964060541,0.394182862230051,0.0929097916367973,0.130115269894529,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,1,30,10.8860337363221,0.141195022486766,0.0257785662744837,0.0129702907327632,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,2,30,41.4402657983022,0.551488891724355,0.100687635403651,0.0133080442680691,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,3,24,38.7382609692138,0.205779588808674,0.0420045826717489,0.00531205024851817,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,4,24,20.0189129015167,0.177707623606431,0.0362744167698606,0.00887698670155898,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,5,24,8.94854174531503,0.288661586051114,0.0589227995139773,0.032257947078611,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,6,24,8.91632898858509,2.68749614365134,0.548582853136942,0.301412851308194,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,7,18,6.53162672582542,1.7149406861409,0.404215396167646,0.262559505943624,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,8,24,5.19223254732831,2.16889234129639,0.442723295267208,0.417718644441764,MAT2C47090050: 30Hz, 3g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,1,18,10.4334445795035,0.184358036740327,0.0434536059817748,0.0176699109613808,Nexus 4: 50Hz, 4g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,2,18,39.4630059734164,0.681352911112913,0.160596421276379,0.0172656110274999,Nexus 4: 50Hz, 4g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,3,18,36.068644736632,0.27357830137286,0.0644830240287488,0.00758493432094522,Nexus 4: 50Hz, 4g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,4,18,20.4744164373155,0.299064572763799,0.0704901958046466,0.0146067446503013,Nexus 4: 50Hz, 4g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,5,18,14.7696138254846,0.467744304304716,0.11024838981175,0.0316693658907746,Nexus 4: 50Hz, 4g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,6,18,11.3586920328118,0.603544462836329,0.14225679413972,0.0531350318410668,Nexus 4: 50Hz, 4g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,7,18,12.7174612775491,0.947893653208476,0.223420676675801,0.0745348173288211,Nexus 4: 50Hz, 4g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,8,18,10.6232725038289,0.982923499870216,0.231677290715281,0.0925254905694966,Nexus 4: 50Hz, 4g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,1,30,10.9699165635656,0.146418274810176,0.0267321973148413,0.0133472551009618,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,2,30,41.3791532210869,0.511117610252168,0.0933168815577487,0.0123520558171234,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,3,24,37.5541511714924,0.179798382978337,0.0367011912395364,0.00478770994336367,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,4,24,19.4237046927935,0.167580939006199,0.0342073159318048,0.00862765068027284,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,5,24,11.4620464244945,0.413778310673267,0.0844621439816932,0.03609986344053,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,6,24,7.42007966437045,0.56730539338152,0.115800728509467,0.0764554316182874,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,7,18,5.46668592466029,1.08535842551044,0.25582143423213,0.198540475979126,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,8,24,4.78880980358092,0.993119392472707,0.202719647101746,0.207383344339565,TAS1C32140067: 100Hz, 16g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,2,18,39.4266700596133,0.629408880360901,0.148353095814075,0.0159640385406435,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,3,18,35.4430290688307,0.159624230225214,0.0376237918779771,0.00450368477014824,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,4,18,18.1188603359157,0.176849095018872,0.0416837314448495,0.00976049772116829,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,5,18,10.5499779538554,0.438139285981512,0.10327042007392,0.0415298769246618,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,6,18,6.72809935321861,0.614470417392157,0.144832066325508,0.0913289749650033,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,7,18,4.45528545942225,0.806567332648435,0.190109743466418,0.181036061548574,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,8,18,4.15388866440575,0.950601355138508,0.224058888141187,0.228846132368475,TAS1E23150139: 60Hz, 8g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,2,19,12164.0020765259,37.5471283030594,8.61390199437852,0.00308674135920429,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,3,19,12217.6560676507,48.6644059870511,11.1643804128943,0.00398312128918921,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,4,19,9441.60879895659,44.2282349766964,10.1466529849785,0.00468439605140007,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,5,19,6947.66924667474,250.238634705871,57.4086800238148,0.0360176378323765,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,6,19,8427.93711957594,68.2781325842147,15.6640778941191,0.00810140507878518,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,7,19,19654.1054581445,762.110307068795,174.840095386507,0.0387761380792317,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,8,19,22003.3875699976,983.35201804282,225.596424872391,0.0446909374710853,CLE2B41120128: 40Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,1,31,5176.96552223389,38.9030545717085,6.98719486611581,0.00751464432293952,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,2,31,12801.7908520029,38.4258718369881,6.90149031692439,0.0030016012822906,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,3,25,12884.7102645367,58.9247307812196,11.7849461562439,0.0045732290110862,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,4,25,10129.5270844701,59.666477419907,11.9332954839814,0.00589035173333842,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,5,25,7212.27727237046,162.880025020273,32.5760050040546,0.0225837164697274,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,6,25,5495.56049398694,103.971835779692,20.7943671559383,0.0189192414301424,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,7,19,15471.2615655816,385.874894651024,88.5257721385904,0.0249413981539467,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,8,25,18836.4996775672,2414.07226335927,482.814452671855,0.128159281431372,CLE2B41120128: 80Hz, 6g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,1,19,4871.03243649498,59.9893739028188,13.7625062383507,0.0123155357072483,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,2,19,12414.8718200553,101.868144713,23.3701551773654,0.00820533197519116,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,3,19,12788.4399711808,82.0633111258949,18.8266147457954,0.00641699154164444,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,4,19,8159.32856712953,129.019666643889,29.5991415068431,0.0158125347670952,LG Watch R Urbane: 100Hz, 2g
50,0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,5,19,4098.40932556222,168.18029392221,38.5832055527305,0.0410355044024644,LG Watch R Urbane: 100Hz, 2g
