DEVICE,GRANGE,SR,RPM,name,N,mean,sd,se,cv,SERIES
TAS1C32140067,16,100,7,ENMO_calibrated,19,107.539647789474,0.264971237474638,0.0607885708998349,0.00246393997861479,TAS1C32140067: 100Hz, 16g
TAS1C32140067,16,100,7,ENMO_uncalibrated,19,106.693452631579,0.265482632847386,0.0609058930445719,0.00248827483129746,TAS1C32140067: 100Hz, 16g
TAS1C32140067,16,100,8,ENMO_calibrated,25,127.8386376,3.01443331235574,0.602886662471148,0.0235799862150263,TAS1C32140067: 100Hz, 16g
TAS1C32140067,16,100,8,ENMO_uncalibrated,25,127.186308,3.03105041111098,0.606210082222195,0.0238315779329877,TAS1C32140067: 100Hz, 16g
TAS1E23150139,8,60,1,ENMO_calibrated,25,0.0008736,0.000577165487533688,0.000115433097506738,0.660674779685999,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,1,ENMO_uncalibrated,25,0.0008736,0.000577165487533688,0.000115433097506738,0.660674779685999,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,2,ENMO_calibrated,19,3.09992463157895,0.0135822074634041,0.00311597209279907,0.00438146377013237,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,2,ENMO_uncalibrated,19,2.73848778947368,0.0134887076045893,0.00309452175407228,0.00492560443630159,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,3,ENMO_calibrated,19,11.5898178947368,0.24539784968131,0.0562981277748954,0.0211735725194396,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,3,ENMO_uncalibrated,19,11.1367762105263,0.242434251245244,0.0556182316647878,0.021768799755184,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,4,ENMO_calibrated,19,25.4695269473684,0.0508063517786178,0.0116557764785775,0.00199478976910748,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,4,ENMO_uncalibrated,19,24.8241650526316,0.0500618373319694,0.0114849731504224,0.0020166574475246,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,5,ENMO_calibrated,19,43.2935172631579,0.0929328994829914,0.0213202693356096,0.00214657771781633,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,5,ENMO_uncalibrated,19,42.3799237894737,0.0915157089949154,0.0209951435397533,0.00215941183494167,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,6,ENMO_calibrated,19,65.2926486315789,0.125702488851967,0.0288381287293301,0.00192521656704811,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,6,ENMO_uncalibrated,19,64.0379204210526,0.123718199935856,0.0283829016314293,0.00193195217962111,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,7,ENMO_calibrated,19,83.5100974736842,0.542735450982579,0.124512051784739,0.00649903984549421,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,7,ENMO_uncalibrated,19,81.9703711578947,0.534171329336828,0.122547307532422,0.00651663914401321,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,8,ENMO_calibrated,19,84.8998541052632,0.487099848725301,0.111748369263554,0.00573734612218967,TAS1E23150139: 60Hz, 8g
TAS1E23150139,8,60,8,ENMO_uncalibrated,19,83.3385031578947,0.479447640967681,0.10999283240511,0.00575301478668642,TAS1E23150139: 60Hz, 8g
