low_bandwidth,high_bandwidth,use_extrapolate,use_interpolate,name,DEVICE,GRANGE,SR,RPM,N,mean,sd,se,cv,SERIES
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,1,18,15.2183195486234,1.7616922944225,0.415234855916747,0.115761289463912,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,2,18,55.7929364228042,1.08878416914402,0.256628889750099,0.0195147314149789,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,3,18,51.8342200009223,1.66898847496744,0.393384356123891,0.0321985837722212,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,4,18,39.4210567180662,8.23697767206288,1.94147425613262,0.20894867763116,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,5,18,33.2835978660105,2.08788656588395,0.492119583028278,0.0627301944425941,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,6,18,39.817323704495,2.6997011886951,0.636325672567897,0.0678021759757382,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,7,18,36.0733683449844,6.7445517822353,1.58970610042747,0.186967618818803,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),LG Watch R Urbane,2,100,8,18,38.0974336518524,8.51355572237084,2.00666432776599,0.223467958502682,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,1,30,15.621625300848,1.43751618409692,0.262453346936211,0.0920209105270809,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,2,30,58.30729945702,0.909446487122339,0.166041451946912,0.0155974722820548,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,3,24,55.3727903047436,1.4781594693241,0.301728038192268,0.026694689958535,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,4,24,32.6198843093129,1.56803230914006,0.320073254799267,0.0480698304835002,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,5,24,24.1099824567781,1.66238013518318,0.339331924144808,0.0689498691325604,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,6,24,32.0785862983099,6.55975840540382,1.33900507743103,0.204490258529548,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,7,18,20.2726645362595,3.66783797931731,0.86451770248961,0.180925303270177,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),MAT2C47090050,3,30,8,24,17.3783954187166,6.67696614613251,1.36293000732184,0.384210738981195,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,1,18,15.2820627372385,1.74634070806157,0.411616452310818,0.114273886849462,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,2,18,55.6844774730375,1.10985457745271,0.261595232615914,0.0199311303224512,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,3,18,51.8946441525373,1.54574934098902,0.364336613675991,0.0297862981090206,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,4,18,32.939404145558,1.87050845909733,0.440883071898175,0.0567863477685154,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,5,18,28.6824879264475,2.23297108024599,0.526316331011796,0.0778513734921514,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,6,18,35.2966486678799,3.12473813529145,0.736507841632265,0.0885278986312084,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,7,18,57.9285311685676,5.13677300967863,1.21074900951993,0.0886743182686786,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),Nexus 4,4,50,8,18,65.0483988241251,6.81837583352874,1.60710659618888,0.104820041027666,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,1,30,15.8753866116675,1.37614138796411,0.25124789350147,0.086683960625735,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,2,30,58.7798543363518,0.781823186901643,0.142740731815536,0.0133008697576532,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,3,24,54.1602224874175,1.3992587638193,0.285622499122903,0.0258355431265884,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,4,24,30.506403361791,1.706111152469,0.3482584806684,0.0559263290475564,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,5,24,18.4631805041054,2.0926219731918,0.427154671571334,0.11334027594685,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,6,24,13.3971154066967,1.93983824428081,0.395967823502032,0.144795217880348,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,7,18,11.8660652429279,2.14005044216039,0.504414726577627,0.180350469877607,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1C32140067,16,100,8,24,13.1438448920883,3.73009236433817,0.761401915506684,0.283790047353909,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,2,18,56.949296760313,0.806589726792249,0.190115021816735,0.0141632956450192,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,3,18,51.8836507416288,1.51173286163412,0.356318852601343,0.0291369793764566,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,4,18,27.728848385419,2.0129067566745,0.474446672513587,0.0725925119101944,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,5,18,16.976043139123,2.48770609321012,0.586357949369324,0.146542163731721,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,6,18,11.5799825787598,2.58577969464273,0.609474118912117,0.223297373468041,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,7,18,10.4397112383498,2.79272056674352,0.658250550234495,0.267509369079538,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Proposed with narrow passband (0.25-2.5Hz),TAS1E23150139,8,60,8,18,10.0683785158266,2.81601882365511,0.663742002051832,0.279689407706373,TAS1E23150139: 60Hz, 8g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,2,18,57.591376191395,1.41909495866677,0.334483889473639,0.0246407544412666,ActivPal3: 20Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,3,18,52.0079180955714,2.0379375638991,0.480346490355948,0.0391851402348796,ActivPal3: 20Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,4,18,41.9410487149391,1.93278091876338,0.45556083140185,0.0460832758832502,ActivPal3: 20Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,5,18,54.0894635374144,12.0222199376649,2.83366441427966,0.222265468196944,ActivPal3: 20Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,6,18,37.6493326282862,2.05122446023496,0.483478241855952,0.0544823591027975,ActivPal3: 20Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,7,18,49.322860960415,3.76963605131735,0.888511738163925,0.0764277655009254,ActivPal3: 20Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,ActivPal3,2,20,8,18,50.5011714468996,2.89913962330493,0.683333762415176,0.0574073737349495,ActivPal3: 20Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,2,18,56.0034007340523,0.928417632279906,0.218830134519427,0.0165778795592924,CLE2B41120128: 40Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,3,18,50.9494202844603,1.61948177188898,0.381715514303569,0.0317860686705974,CLE2B41120128: 40Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,4,18,27.3565836957521,2.04862145703601,0.482864708118144,0.0748858658602946,CLE2B41120128: 40Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,5,18,17.3551861528028,2.23969164275685,0.527900382786735,0.129050280592649,CLE2B41120128: 40Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,6,18,14.3039501639963,1.86399039051276,0.439346748399378,0.13031298131928,CLE2B41120128: 40Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,7,18,10.263192381073,2.30126474549271,0.542413302281143,0.224225042272091,CLE2B41120128: 40Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,40,8,18,8.52319996819974,2.47488114407447,0.583335079868593,0.290369949468311,CLE2B41120128: 40Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,1,30,15.670701584486,1.38954300096534,0.253694682084046,0.08867139696802,CLE2B41120128: 80Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,2,30,57.7977189013673,0.873190111449394,0.159421973677094,0.0151076915844985,CLE2B41120128: 80Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,3,24,52.7108353061245,1.47663768596579,0.301417405465025,0.0280139306726984,CLE2B41120128: 80Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,4,24,28.0893899281983,1.84786918494848,0.377194717878035,0.0657853086048498,CLE2B41120128: 80Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,5,24,17.3806475012908,1.99411173682647,0.407046353776666,0.114731728877096,CLE2B41120128: 80Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,6,24,11.932734522125,1.80334099105912,0.368105438361648,0.151125543580599,CLE2B41120128: 80Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,7,18,7.21721034521174,1.61363477722616,0.380337364445021,0.223581508649908,CLE2B41120128: 80Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,CLE2B41120128,6,80,8,24,6.30689363612136,0.983415179270742,0.200738782876747,0.155927027790424,CLE2B41120128: 80Hz, 6g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,1,18,15.2183200587402,1.76169289431643,0.415234997313102,0.115761325002799,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,2,18,55.7929364396576,1.08878434825484,0.256628931966923,0.0195147346193618,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,3,18,51.8707245436368,1.66471549949929,0.392377206147433,0.0320935462950557,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,4,18,25.7296742308531,1.35615571122285,0.319648966583515,0.0527078461645136,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,5,18,13.2575891291913,1.72142442254643,0.405743627494239,0.129844454053573,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,6,18,11.120365253506,1.54384060132469,0.363886719422602,0.138830026364283,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,7,18,6.57502087724338,2.13905918559406,0.504181085164311,0.325331162521095,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,LG Watch R Urbane,2,100,8,18,9.81626734725137,2.27823892525956,0.53698606440473,0.232088108918253,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,1,30,15.621625300848,1.43751618409692,0.262453346936211,0.0920209105270809,MAT2C47090050: 30Hz, 3g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,2,30,58.30729945702,0.909446487122339,0.166041451946912,0.0155974722820548,MAT2C47090050: 30Hz, 3g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,3,24,55.3727903047436,1.4781594693241,0.301728038192268,0.026694689958535,MAT2C47090050: 30Hz, 3g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,4,24,31.0132150807943,1.58165480509205,0.322853935141392,0.0509993820689533,MAT2C47090050: 30Hz, 3g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,5,24,15.1817681764477,1.44324091823636,0.294600318798744,0.095064086176427,MAT2C47090050: 30Hz, 3g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,6,24,16.0537407510262,3.9252710806715,0.80124260414569,0.244508189184542,MAT2C47090050: 30Hz, 3g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,7,18,15.8572408353921,2.72280903953243,0.641772245243138,0.171707617220225,MAT2C47090050: 30Hz, 3g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,MAT2C47090050,3,30,8,24,14.2926570694981,5.75852082843615,1.1754531419048,0.402900650343413,MAT2C47090050: 30Hz, 3g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,1,18,15.2820627372385,1.74634070806157,0.411616452310818,0.114273886849462,Nexus 4: 50Hz, 4g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,2,18,55.6844774730375,1.10985457745271,0.261595232615914,0.0199311303224512,Nexus 4: 50Hz, 4g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,3,18,51.8946441525373,1.54574934098902,0.364336613675991,0.0297862981090206,Nexus 4: 50Hz, 4g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,4,18,32.939404145558,1.87050845909733,0.440883071898175,0.0567863477685154,Nexus 4: 50Hz, 4g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,5,18,23.805618399302,2.04679647915387,0.48243455670615,0.0859795551126652,Nexus 4: 50Hz, 4g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,6,18,19.8423643810741,1.96696799520198,0.463618802594743,0.0991297184864771,Nexus 4: 50Hz, 4g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,7,18,27.5931528796098,4.51688121944773,1.06463911336188,0.163695726949185,Nexus 4: 50Hz, 4g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,Nexus 4,4,50,8,18,31.4191934091415,2.49832451288204,0.588860734887823,0.0795158704537319,Nexus 4: 50Hz, 4g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,1,30,15.8753866116675,1.37614138796411,0.25124789350147,0.086683960625735,TAS1C32140067: 100Hz, 16g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,2,30,58.7798543363518,0.781823186901643,0.142740731815536,0.0133008697576532,TAS1C32140067: 100Hz, 16g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,3,24,54.1602224874175,1.3992587638193,0.285622499122903,0.0258355431265884,TAS1C32140067: 100Hz, 16g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,4,24,30.506403361791,1.706111152469,0.3482584806684,0.0559263290475564,TAS1C32140067: 100Hz, 16g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,5,24,18.4631805847033,2.09262195432003,0.42715466771915,0.113340274429952,TAS1C32140067: 100Hz, 16g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,6,24,13.3971154066967,1.93983824428081,0.395967823502032,0.144795217880348,TAS1C32140067: 100Hz, 16g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,7,18,11.8660634730484,2.14004007033645,0.50441228191528,0.180349622703196,TAS1C32140067: 100Hz, 16g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1C32140067,16,100,8,24,13.1437738309222,3.73014805359223,0.761413283028068,0.283795818581162,TAS1C32140067: 100Hz, 16g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,2,18,56.949296760313,0.806589726792249,0.190115021816735,0.0141632956450192,TAS1E23150139: 60Hz, 8g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,3,18,51.8836507416288,1.51173286163412,0.356318852601343,0.0291369793764566,TAS1E23150139: 60Hz, 8g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,4,18,27.728848385419,2.0129067566745,0.474446672513587,0.0725925119101944,TAS1E23150139: 60Hz, 8g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,5,18,16.976043139123,2.48770609321012,0.586357949369324,0.146542163731721,TAS1E23150139: 60Hz, 8g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,6,18,11.5799825787598,2.58577969464273,0.609474118912117,0.223297373468041,TAS1E23150139: 60Hz, 8g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,7,18,8.48821961329599,2.71760592528086,0.640545859452947,0.320162065673229,TAS1E23150139: 60Hz, 8g
0.25,2.5,FALSE,TRUE,Proposed with narrow passband (0.25-2.5Hz) and without extrapolation,TAS1E23150139,8,60,8,18,7.73891420584616,2.95713612599548,0.697003669194373,0.382112535084261,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,2,19,12164.0020765259,37.5471283030594,8.61390199437852,0.00308674135920429,CLE2B41120128: 40Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,3,19,12217.6560676507,48.6644059870511,11.1643804128943,0.00398312128918921,CLE2B41120128: 40Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,4,19,9441.60879895659,44.2282349766964,10.1466529849785,0.00468439605140007,CLE2B41120128: 40Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,5,19,6947.66924667474,250.238634705871,57.4086800238148,0.0360176378323765,CLE2B41120128: 40Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,6,19,8427.93711957594,68.2781325842147,15.6640778941191,0.00810140507878518,CLE2B41120128: 40Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,7,19,19654.1054581445,762.110307068795,174.840095386507,0.0387761380792317,CLE2B41120128: 40Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,40,8,19,22003.3875699976,983.35201804282,225.596424872391,0.0446909374710853,CLE2B41120128: 40Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,1,31,5176.96552223389,38.9030545717085,6.98719486611581,0.00751464432293952,CLE2B41120128: 80Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,2,31,12801.7908520029,38.4258718369881,6.90149031692439,0.0030016012822906,CLE2B41120128: 80Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,3,25,12884.7102645367,58.9247307812196,11.7849461562439,0.0045732290110862,CLE2B41120128: 80Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,4,25,10129.5270844701,59.666477419907,11.9332954839814,0.00589035173333842,CLE2B41120128: 80Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,5,25,7212.27727237046,162.880025020273,32.5760050040546,0.0225837164697274,CLE2B41120128: 80Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,6,25,5495.56049398694,103.971835779692,20.7943671559383,0.0189192414301424,CLE2B41120128: 80Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,7,19,15471.2615655816,385.874894651024,88.5257721385904,0.0249413981539467,CLE2B41120128: 80Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,CLE2B41120128,6,80,8,25,18836.4996775672,2414.07226335927,482.814452671855,0.128159281431372,CLE2B41120128: 80Hz, 6g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,1,19,4871.03243649498,59.9893739028188,13.7625062383507,0.0123155357072483,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,2,19,12414.8718200553,101.868144713,23.3701551773654,0.00820533197519116,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,3,19,12788.4399711808,82.0633111258949,18.8266147457954,0.00641699154164444,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,4,19,8159.32856712953,129.019666643889,29.5991415068431,0.0158125347670952,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,5,19,4098.40932556222,168.18029392221,38.5832055527305,0.0410355044024644,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,6,19,7752.29519190612,749.709939963293,171.995256066734,0.0967081259684277,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,7,19,6078.31905044986,547.660524302534,125.641941094803,0.090100654433729,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,LG Watch R Urbane,2,100,8,19,6810.13977153669,257.636431014762,59.1058508930439,0.0378312985721036,LG Watch R Urbane: 100Hz, 2g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,MAT2C47090050,3,30,1,31,5088.70845423737,36.5231894215401,6.55975846703682,0.00717730043880333,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,MAT2C47090050,3,30,2,31,12863.0458365337,51.5952272356268,9.26677637079484,0.00401112053018467,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,MAT2C47090050,3,30,3,25,13226.617327204,57.2319814077366,11.4463962815473,0.00432703086449959,MAT2C47090050: 30Hz, 3g
