HEADER_TIME_STAMP,Y,group
2016-02-26 14:17:45,3.059,gt
2016-02-26 14:17:45,1.758,gt
2016-02-26 14:17:45,1.414,gt
2016-02-26 14:17:45,0.98,gt
2016-02-26 14:17:45,0.789,gt
2016-02-26 14:17:45,0.473,gt
2016-02-26 14:17:45,0.145,gt
2016-02-26 14:17:45,0.203,gt
2016-02-26 14:17:45,-0.223,gt
2016-02-26 14:17:45,-0.246,gt
2016-02-26 14:17:45,0.602,gt
2016-02-26 14:17:45,2.063,gt
2016-02-26 14:17:45,3.941,gt
2016-02-26 14:17:45,2.734,gt
2016-02-26 14:17:45,1.969,gt
2016-02-26 14:17:45,1.77,gt
2016-02-26 14:17:45,1.102,gt
2016-02-26 14:17:45,0.398,gt
2016-02-26 14:17:45,-0.457,gt
2016-02-26 14:17:45,-1.063,gt
2016-02-26 14:17:45,-1.012,gt
2016-02-26 14:17:45,-0.875,gt
2016-02-26 14:17:45,-0.777,gt
2016-02-26 14:17:45,-0.484,gt
2016-02-26 14:17:45,1.035,gt
2016-02-26 14:17:45,4.301,gt
2016-02-26 14:17:45,4.105,gt
2016-02-26 14:17:45,2.637,gt
2016-02-26 14:17:45,1.469,gt
2016-02-26 14:17:45,1.098,gt
2016-02-26 14:17:45,0.891,gt
2016-02-26 14:17:45,0.871,gt
2016-02-26 14:17:45,0.281,gt
2016-02-26 14:17:46,0.027,gt
2016-02-26 14:17:46,-0.277,gt
2016-02-26 14:17:46,-0.117,gt
2016-02-26 14:17:46,0.152,gt
2016-02-26 14:17:46,0.793,gt
2016-02-26 14:17:46,3.594,gt
2016-02-26 14:17:46,4.918,gt
2016-02-26 14:17:46,2.703,gt
2016-02-26 14:17:46,2.137,gt
2016-02-26 14:17:46,1.441,gt
2016-02-26 14:17:46,0.504,gt
2016-02-26 14:17:46,-0.488,gt
2016-02-26 14:17:46,-1.109,gt
2016-02-26 14:17:46,-1.121,gt
2016-02-26 14:17:46,-1,gt
2016-02-26 14:17:46,-0.754,gt
2016-02-26 14:17:46,-0.535,gt
2016-02-26 14:17:46,-0.051,gt
2016-02-26 14:17:46,1.402,gt
2016-02-26 14:17:46,4.188,gt
2016-02-26 14:17:46,4.246,gt
2016-02-26 14:17:46,2.461,gt
2016-02-26 14:17:46,1.367,gt
2016-02-26 14:17:46,0.973,gt
2016-02-26 14:17:46,0.641,gt
2016-02-26 14:17:46,0.227,gt
2016-02-26 14:17:46,-0.188,gt
2016-02-26 14:17:46,-0.371,gt
2016-02-26 14:17:46,-0.211,gt
2016-02-26 14:17:46,0.219,gt
2016-02-26 14:17:46,0.582,gt
2016-02-26 14:17:46,1.992,gt
2016-02-26 14:17:46,5.227,gt
2016-02-26 14:17:46,3.977,gt
2016-02-26 14:17:46,2.359,gt
2016-02-26 14:17:46,1.82,gt
2016-02-26 14:17:46,1.012,gt
2016-02-26 14:17:46,0.266,gt
2016-02-26 14:17:46,-0.574,gt
2016-02-26 14:17:46,-1.309,gt
2016-02-26 14:17:47,-1.5,gt
2016-02-26 14:17:47,-1.098,gt
2016-02-26 14:17:47,-0.758,gt
2016-02-26 14:17:47,-0.633,gt
2016-02-26 14:17:47,0.016,gt
2016-02-26 14:17:47,2.563,gt
2016-02-26 14:17:47,5.148,gt
2016-02-26 14:17:47,3.379,gt
2016-02-26 14:17:47,1.867,gt
2016-02-26 14:17:47,1.25,gt
2016-02-26 14:17:47,0.883,gt
2016-02-26 14:17:47,0.559,gt
2016-02-26 14:17:47,0.172,gt
2016-02-26 14:17:47,0.047,gt
2016-02-26 14:17:47,-0.289,gt
2016-02-26 14:17:47,-0.258,gt
2016-02-26 14:17:47,-0.18,gt
2016-02-26 14:17:47,0.371,gt
2016-02-26 14:17:47,2.59,gt
2016-02-26 14:17:47,5.484,gt
2016-02-26 14:17:47,3.109,gt
2016-02-26 14:17:47,2.121,gt
2016-02-26 14:17:47,1.852,gt
2016-02-26 14:17:47,0.871,gt
2016-02-26 14:17:47,-0.195,gt
2016-02-26 14:17:47,-1.066,gt
2016-02-26 14:17:47,-1.355,gt
2016-02-26 14:17:47,-1.32,gt
2016-02-26 14:17:47,-1.043,gt
2016-02-26 14:17:47,-0.941,gt
2016-02-26 14:17:47,-0.785,gt
2016-02-26 14:17:47,-0.059,gt
2016-02-26 14:17:47,2.859,gt
2016-02-26 14:17:47,4.441,gt
2016-02-26 14:17:47,3.918,gt
2016-02-26 14:17:47,2.605,gt
2016-02-26 14:17:47,1.652,gt
2016-02-26 14:17:47,0.832,gt
2016-02-26 14:17:47,0.289,gt
2016-02-26 14:17:47,0.199,gt
2016-02-26 14:17:48,-0.043,gt
2016-02-26 14:17:40,0.93,extrap
2016-02-26 14:17:40,0.753103534732547,extrap
2016-02-26 14:17:40,0.599632187555958,extrap
2016-02-26 14:17:40,0.49196297625267,extrap
2016-02-26 14:17:40,0.42836526206879,extrap
2016-02-26 14:17:40,0.383,extrap
2016-02-26 14:17:40,0.330394009013851,extrap
2016-02-26 14:17:40,0.250730564970346,extrap
2016-02-26 14:17:40,0.127068019029459,extrap
2016-02-26 14:17:40,-0.0239312918752309,extrap
2016-02-26 14:17:40,-0.152,extrap
2016-02-26 14:17:40,-0.217609144292218,extrap
2016-02-26 14:17:40,-0.230028070800266,extrap
2016-02-26 14:17:40,-0.209582308115841,extrap
2016-02-26 14:17:40,-0.15031816127729,extrap
2016-02-26 14:17:40,-0.02,extrap
2016-02-26 14:17:40,0.212529782941112,extrap
2016-02-26 14:17:40,0.569547119878621,extrap
2016-02-26 14:17:40,1.06641730758045,extrap
2016-02-26 14:17:40,1.61063669369321,extrap
2016-02-26 14:17:40,2.11327305574084,extrap
2016-02-26 14:17:40,2.505471030654,extrap
2016-02-26 14:17:40,2.72144891344138,extrap
2016-02-26 14:17:40,2.6994505734994,extrap
2016-02-26 14:17:40,2.47031327411954,extrap
2016-02-26 14:17:40,2.15747055201227,extrap
2016-02-26 14:17:40,1.8883820941805,extrap
2016-02-26 14:17:40,1.74003490907478,extrap
2016-02-26 14:17:40,1.62923114952757,extrap
2016-02-26 14:17:40,1.55697000283872,extrap
2016-02-26 14:17:40,1.445,extrap
2016-02-26 14:17:40,1.2294666549336,extrap
2016-02-26 14:17:40,0.917886907641922,extrap
2016-02-26 14:17:40,0.536120788281428,extrap
2016-02-26 14:17:40,0.121534344648433,extrap
2016-02-26 14:17:40,-0.277,extrap
2016-02-26 14:17:40,-0.619830973788872,extrap
2016-02-26 14:17:40,-0.906193131164286,extrap
2016-02-26 14:17:40,-1.14391937315456,extrap
2016-02-26 14:17:40,-1.3148765269067,extrap
2016-02-26 14:17:40,-1.375,extrap
2016-02-26 14:17:40,-1.29875193512552,extrap
2016-02-26 14:17:40,-1.13923890903134,extrap
2016-02-26 14:17:40,-0.968182251780992,extrap
2016-02-26 14:17:40,-0.833238470953064,extrap
2016-02-26 14:17:40,-0.758,extrap
2016-02-26 14:17:40,-0.753104331094316,extrap
2016-02-26 14:17:40,-0.781554013397218,extrap
2016-02-26 14:17:40,-0.793443496722311,extrap
2016-02-26 14:17:40,-0.715883154794481,extrap
2016-02-26 14:17:40,-0.453,extrap
2016-02-26 14:17:40,0.0494077013869188,extrap
2016-02-26 14:17:40,0.674859784961286,extrap
2016-02-26 14:17:40,1.26656854329513,extrap
2016-02-26 14:17:40,1.72209673598818,extrap
2016-02-26 14:17:40,2.24554097599116,extrap
2016-02-26 14:17:40,2.78530202274811,extrap
2016-02-26 14:17:40,3.20029370938382,extrap
2016-02-26 14:17:40,3.34942986902312,extrap
2016-02-26 14:17:40,3.14453149962604,extrap
2016-02-26 14:17:40,2.70904825849353,extrap
2016-02-26 14:17:40,2.21933696776177,extrap
2016-02-26 14:17:40,1.85175444956695,extrap
2016-02-26 14:17:40,1.67571147736789,extrap
2016-02-26 14:17:40,1.43653537330325,extrap
2016-02-26 14:17:40,1.16,extrap
2016-02-26 14:17:40,0.879721315816073,extrap
2016-02-26 14:17:40,0.657642713886219,extrap
2016-02-26 14:17:40,0.559070353880871,extrap
2016-02-26 14:17:40,0.56377606382252,extrap
2016-02-26 14:17:40,0.566,extrap
2016-02-26 14:17:40,0.482615630335174,extrap
2016-02-26 14:17:40,0.335903909984648,extrap
2016-02-26 14:17:40,0.173352537075896,extrap
2016-02-26 14:17:40,0.0161127207172348,extrap
2016-02-26 14:17:40,-0.141,extrap
2016-02-26 14:17:40,-0.299530163688673,extrap
2016-02-26 14:17:40,-0.441882759628898,extrap
2016-02-26 14:17:40,-0.545261304322431,extrap
2016-02-26 14:17:40,-0.577287312673084,extrap
2016-02-26 14:17:40,-0.496,extrap
2016-02-26 14:17:40,-0.261330637965459,extrap
2016-02-26 14:17:40,0.157554696225649,extrap
2016-02-26 14:17:40,0.782802522381134,extrap
2016-02-26 14:17:40,1.48984101081154,extrap
2016-02-26 14:17:40,2.20560517381242,extrap
2016-02-26 14:17:40,2.83725188757686,extrap
2016-02-26 14:17:40,3.28015134411904,extrap
2016-02-26 14:17:40,3.42967297138075,extrap
2016-02-26 14:17:40,3.22628968263244,extrap
2016-02-26 14:17:40,2.79092588991146,extrap
2016-02-26 14:17:40,2.28960400415252,extrap
2016-02-26 14:17:40,1.88834643629032,extrap
2016-02-26 14:17:40,1.64309507453237,extrap
2016-02-26 14:17:40,1.30319962647905,extrap
2016-02-26 14:17:40,1.008,extrap
2016-02-26 14:17:40,0.859374435388394,extrap
2016-02-26 14:17:40,0.793188651813223,extrap
2016-02-26 14:17:40,0.705262154514864,extrap
2016-02-26 14:17:40,0.524921649190525,extrap
2016-02-26 14:17:41,0.215,extrap
2016-02-26 14:17:41,-0.235632313337511,extrap
2016-02-26 14:17:41,-0.739781180679541,extrap
2016-02-26 14:17:41,-1.18618693935366,extrap
2016-02-26 14:17:41,-1.47544375695828,extrap
2016-02-26 14:17:41,-1.52,extrap
2016-02-26 14:17:41,-1.2884579575681,extrap
2016-02-26 14:17:41,-0.971973893869074,extrap
2016-02-26 14:17:41,-0.808680525316247,extrap
2016-02-26 14:17:41,-0.837472459667247,extrap
2016-02-26 14:17:41,-0.898,extrap
2016-02-26 14:17:41,-0.865217263657323,extrap
2016-02-26 14:17:41,-0.789946748150728,extrap
2016-02-26 14:17:41,-0.761081603313587,extrap
2016-02-26 14:17:41,-0.731887465526162,extrap
2016-02-26 14:17:41,-0.52,extrap
2016-02-26 14:17:41,-0.00426051230370916,extrap
2016-02-26 14:17:41,0.668087607960874,extrap
2016-02-26 14:17:41,1.28677611476535,extrap
2016-02-26 14:17:41,1.73527180040845,extrap
2016-02-26 14:17:41,2.26400433464313,extrap
2016-02-26 14:17:41,2.79699171789555,extrap
2016-02-26 14:17:41,3.14623340319011,extrap
2016-02-26 14:17:41,3.13212356049929,extrap
2016-02-26 14:17:41,2.7681456579058,extrap
2016-02-26 14:17:41,2.26087846640729,extrap
2016-02-26 14:17:41,1.82529667491043,extrap
2016-02-26 14:17:41,1.57743850815274,extrap
2016-02-26 14:17:41,1.32942622989163,extrap
2016-02-26 14:17:41,1.12938830613072,extrap
2016-02-26 14:17:41,0.996,extrap
2016-02-26 14:17:41,0.934286472732824,extrap
2016-02-26 14:17:41,0.899795060861204,extrap
2016-02-26 14:17:41,0.837292095276472,extrap
2016-02-26 14:17:41,0.72808031431722,extrap
2016-02-26 14:17:41,0.59,extrap
2016-02-26 14:17:41,0.434992178855179,extrap
2016-02-26 14:17:41,0.245046144345191,extrap
2016-02-26 14:17:41,-0.00271612697605106,extrap
2016-02-26 14:17:41,-0.270725006782628,extrap
2016-02-26 14:17:41,-0.461,extrap
2016-02-26 14:17:41,-0.497483046926804,extrap
2016-02-26 14:17:41,-0.402334953669692,extrap
2016-02-26 14:17:41,-0.222445180272637,extrap
2016-02-26 14:17:41,-0.0087035250128944,extrap
2016-02-26 14:17:41,0.184,extrap
2016-02-26 14:17:41,0.334242760696574,extrap
2016-02-26 14:17:41,0.555167285588059,extrap
2016-02-26 14:17:41,0.984709089930819,extrap
2016-02-26 14:17:41,1.55730409067864,extrap
2016-02-26 14:17:41,2.12492843458783,extrap
2016-02-26 14:17:41,2.61655174625187,extrap
2016-02-26 14:17:41,2.98382481245773,extrap
2016-02-26 14:17:41,3.17839841999241,extrap
2016-02-26 14:17:41,3.1547076392702,extrap
2016-02-26 14:17:41,2.93122964893363,extrap
2016-02-26 14:17:41,2.59048572747273,extrap
2016-02-26 14:17:41,2.21778183532862,extrap
2016-02-26 14:17:41,1.89842393294245,extrap
2016-02-26 14:17:41,1.66372929432606,extrap
2016-02-26 14:17:41,1.395,extrap
2016-02-26 14:17:41,1.14867907979881,extrap
2016-02-26 14:17:41,0.912495854256949,extrap
2016-02-26 14:17:41,0.65785654222081,extrap
2016-02-26 14:17:41,0.376007678153126,extrap
2016-02-26 14:17:41,0.078,extrap
2016-02-26 14:17:41,-0.224024423391947,extrap
2016-02-26 14:17:41,-0.51702820892433,extrap
2016-02-26 14:17:41,-0.787259687898814,extrap
2016-02-26 14:17:41,-1.00968731118543,extrap
2016-02-26 14:17:41,-1.148,extrap
2016-02-26 14:17:41,-1.17632295771221,extrap
2016-02-26 14:17:41,-1.11248806383316,extrap
2016-02-26 14:17:41,-0.98576092185709,extrap
2016-02-26 14:17:41,-0.837068746289747,extrap
2016-02-26 14:17:41,-0.719,extrap
2016-02-26 14:17:41,-0.670170466220189,extrap
2016-02-26 14:17:41,-0.671277279964056,extrap
2016-02-26 14:17:41,-0.688318802441485,extrap
2016-02-26 14:17:41,-0.682253542521506,extrap
2016-02-26 14:17:41,-0.609,extrap
2016-02-26 14:17:41,-0.418165585896608,extrap
2016-02-26 14:17:41,-0.0349899285086738,extrap
2016-02-26 14:17:41,0.612674417709968,extrap
2016-02-26 14:17:41,1.39675163841982,extrap
2016-02-26 14:17:41,2.12202764703042,extrap
2016-02-26 14:17:41,2.7221214531698,extrap
2016-02-26 14:17:41,3.16618638820992,extrap
2016-02-26 14:17:41,3.42337944246009,extrap
2016-02-26 14:17:41,3.46284107078073,extrap
2016-02-26 14:17:41,3.27352403141706,extrap
2016-02-26 14:17:41,2.92353637944883,extrap
2016-02-26 14:17:41,2.50077711469737,extrap
2016-02-26 14:17:41,2.09314523698399,extrap
2016-02-26 14:17:41,1.78853974613001,extrap
2016-02-26 14:17:41,1.625,extrap
2016-02-26 14:17:41,1.48378118753869,extrap
2016-02-26 14:17:41,1.35166143106631,extrap
2016-02-26 14:17:41,1.20349207781112,extrap
2016-02-26 14:17:41,1.02564255266527,extrap
2016-02-26 14:17:42,0.816,extrap
2016-02-26 14:17:42,0.57985039162698,extrap
2016-02-26 14:17:42,0.350072039594958,extrap
2016-02-26 14:17:42,0.16485160404042,extrap
2016-02-26 14:17:42,0.0258097479480849,extrap
2016-02-26 14:17:42,-0.102,extrap
2016-02-26 14:17:42,-0.238912197008326,extrap
2016-02-26 14:17:42,-0.340453886220686,extrap
2016-02-26 14:17:42,-0.348213242342596,extrap
2016-02-26 14:17:42,-0.255830585502494,extrap
2016-02-26 14:17:42,-0.109,extrap
2016-02-26 14:17:42,0.0702045090418704,extrap
2016-02-26 14:17:42,0.363242588512733,extrap
2016-02-26 14:17:42,0.869397473229807,extrap
2016-02-26 14:17:42,1.50218643889694,extrap
2016-02-26 14:17:42,2.15786826314531,extrap
2016-02-26 14:17:42,2.77570891560472,extrap
2016-02-26 14:17:42,3.30420808451281,extrap
2016-02-26 14:17:42,3.69186545810721,extrap
2016-02-26 14:17:42,3.88718072462555,extrap
2016-02-26 14:17:42,3.84137510867738,extrap
2016-02-26 14:17:42,3.5682616676916,extrap
2016-02-26 14:17:42,3.14424334545936,extrap
2016-02-26 14:17:42,2.64844423285227,extrap
2016-02-26 14:17:42,2.15998842074194,extrap
2016-02-26 14:17:42,1.758,extrap
2016-02-26 14:17:42,1.45227851914525,extrap
2016-02-26 14:17:42,1.06663553936991,extrap
2016-02-26 14:17:42,0.685623964013489,extrap
2016-02-26 14:17:42,0.339455706418024,extrap
2016-02-26 14:17:42,0.00399999999999978,extrap
2016-02-26 14:17:42,-0.340923796954972,extrap
2016-02-26 14:17:42,-0.690244396790352,extrap
2016-02-26 14:17:42,-1.03177962065689,extrap
2016-02-26 14:17:42,-1.3349943588381,extrap
2016-02-26 14:17:42,-1.551,extrap
2016-02-26 14:17:42,-1.63981206269303,extrap
2016-02-26 14:17:42,-1.60025467700537,extrap
2016-02-26 14:17:42,-1.44247610891578,extrap
2016-02-26 14:17:42,-1.21405978077719,extrap
2016-02-26 14:17:42,-1,extrap
2016-02-26 14:17:42,-0.868800204667776,extrap
2016-02-26 14:17:42,-0.816483086513598,extrap
2016-02-26 14:17:42,-0.818032160891403,extrap
2016-02-26 14:17:42,-0.781297935888014,extrap
2016-02-26 14:17:42,-0.547,extrap
2016-02-26 14:17:42,-0.0148599689422168,extrap
2016-02-26 14:17:42,0.667718143672757,extrap
2016-02-26 14:17:42,1.29521359018562,extrap
2016-02-26 14:17:42,1.74958963063865,extrap
2016-02-26 14:17:42,2.26503566897793,extrap
2016-02-26 14:17:42,2.77309263343017,extrap
2016-02-26 14:17:42,3.10058555445208,extrap
2016-02-26 14:17:42,3.08224020888092,extrap
2016-02-26 14:17:42,2.73448936880412,extrap
2016-02-26 14:17:42,2.25546715090388,extrap
2016-02-26 14:17:42,1.85120728811186,extrap
2016-02-26 14:17:42,1.63749458720659,extrap
2016-02-26 14:17:42,1.44791267452206,extrap
2016-02-26 14:17:42,1.30058326994955,extrap
2016-02-26 14:17:42,1.141,extrap
2016-02-26 14:17:42,0.932426092535904,extrap
2016-02-26 14:17:42,0.721834860637995,extrap
2016-02-26 14:17:42,0.574693090062299,extrap
2016-02-26 14:17:42,0.500546829275714,extrap
2016-02-26 14:17:42,0.453,extrap
2016-02-26 14:17:42,0.393910783308296,extrap
2016-02-26 14:17:42,0.327862679385522,extrap
2016-02-26 14:17:42,0.269227560350355,extrap
2016-02-26 14:17:42,0.211840417508332,extrap
2016-02-26 14:17:42,0.129,extrap
2016-02-26 14:17:42,0.00530705211772764,extrap
2016-02-26 14:17:42,-0.125858380780583,extrap
2016-02-26 14:17:42,-0.219741947952571,extrap
2016-02-26 14:17:42,-0.250460199594276,extrap
2016-02-26 14:17:42,-0.211,extrap
2016-02-26 14:17:42,-0.0859735126207365,extrap
2016-02-26 14:17:42,0.17678751252134,extrap
2016-02-26 14:17:42,0.632933864868132,extrap
2016-02-26 14:17:42,1.2067200093209,extrap
2016-02-26 14:17:42,1.691,extrap
2016-02-26 14:17:42,2.2200298692551,extrap
2016-02-26 14:17:42,2.77555965221404,extrap
2016-02-26 14:17:42,3.27210581498843,extrap
2016-02-26 14:17:42,3.62418482368984,extrap
2016-02-26 14:17:42,3.74631314442986,extrap
2016-02-26 14:17:42,3.58467932060837,extrap
2016-02-26 14:17:42,3.2121692665651,extrap
2016-02-26 14:17:42,2.73333365255373,extrap
2016-02-26 14:17:42,2.25275991087901,extrap
2016-02-26 14:17:42,1.875,extrap
2016-02-26 14:17:42,1.62291309348536,extrap
2016-02-26 14:17:42,1.29696748928366,extrap
2016-02-26 14:17:42,0.992500109495885,extrap
2016-02-26 14:17:42,0.738177919254393,extrap
2016-02-26 14:17:42,0.496,extrap
2016-02-26 14:17:42,0.231832548056616,extrap
2016-02-26 14:17:42,-0.0613960151696682,extrap
