LABEL_NAME,LOCATION,DEVICE,ALGORITHM,percentile25,percentile75,min,max,median
Walk 3 mph,dominant waist,8g Device,MIMS-unit,27.4521693198078,31.0371998462698,22.0746235301147,36.4147456359629,28.9967643096766
Walk 3 mph,dominant waist,2g Device,MIMS-unit,27.466512568338,31.0232054842177,22.1314731945183,36.3582448580374,28.9979068673934
Walk 3 mph,dominant waist,8g Device,ACTIGRAPH_COUNT,4265.84380599083,5248.61102453359,2867.09609186717,6722.76185234773,4646.05378987165
Walk 3 mph,dominant waist,8g Device,ENMO,1.62348,1.973058,1.099113,2.497425,1.807152
Walk 3 mph,dominant waist,2g Device,ENMO,1.618695,1.969962,1.0917945,2.4968625,1.800594
Walk 3 mph,non dominant wrist,8g Device,MIMS-unit,22.9028098487881,32.874587455933,7.9451434380708,47.8322538666503,26.4506674969239
Walk 3 mph,non dominant wrist,2g Device,MIMS-unit,22.9028576326716,32.8868380252255,7.92688704384086,47.8628086140562,26.4505970367647
Walk 3 mph,non dominant wrist,8g Device,ACTIGRAPH_COUNT,4615.8526684619,7402.09655053831,436.486845347296,11581.4623736529,5362.98645904267
Walk 3 mph,non dominant wrist,8g Device,ENMO,1.541325,2.230899,0.506964,3.26526,1.820292
Walk 3 mph,non dominant wrist,2g Device,ENMO,1.539615,2.224224,0.512701500000001,3.2511375,1.820148
Self-paced walk,dominant waist,8g Device,MIMS-unit,27.834609061511,33.1908837631839,19.8001970090016,41.2252958156933,30.4482709891894
Self-paced walk,dominant waist,2g Device,MIMS-unit,27.8152634272865,33.096321367944,19.8936765163003,41.0179082789301,30.4407831655718
Self-paced walk,dominant waist,8g Device,ACTIGRAPH_COUNT,4309.88816560244,5651.98726113214,2296.7395223079,7665.13590442669,5010.67181124448
Self-paced walk,dominant waist,8g Device,ENMO,1.673568,2.24346,0.81873,3.098298,1.932324
Self-paced walk,dominant waist,2g Device,ENMO,1.667292,2.20746,0.85704,3.017712,1.921212
Self-paced walk,non dominant wrist,8g Device,MIMS-unit,26.6655826516639,37.127451665083,10.9727791315353,52.8202551852116,31.8903450744524
Self-paced walk,non dominant wrist,2g Device,MIMS-unit,26.6656303513645,37.1698119756188,10.9093579149829,52.9260844120003,31.9124678102142
Self-paced walk,non dominant wrist,8g Device,ACTIGRAPH_COUNT,5068.06471939734,7672.13972761185,1161.95220707557,11578.2522399336,6196.06843086808
Self-paced walk,non dominant wrist,8g Device,ENMO,1.731288,2.600988,0.426738,3.905538,2.160504
Self-paced walk,non dominant wrist,2g Device,ENMO,1.728828,2.5929,0.43272,3.889008,2.154144
Bike- 300 kmph/min,dominant waist,8g Device,MIMS-unit,8.22544044356894,12.9423222139891,1.15011778793871,20.0176448696193,11.1553622324777
Bike- 300 kmph/min,dominant waist,2g Device,MIMS-unit,8.22548156100786,12.9423502475126,1.15017853125068,20.0176532772698,11.1554280857238
Bike- 300 kmph/min,dominant waist,8g Device,ACTIGRAPH_COUNT,635.649282320079,2912.27260064217,0,5213.48559027451,1649.95944052293
Bike- 300 kmph/min,dominant waist,8g Device,ENMO,0.233145,0.409281,0.046428,0.673485,0.300102
Bike- 300 kmph/min,dominant waist,2g Device,ENMO,0.233013,0.409257,0.046404,0.673623,0.299718
Bike- 300 kmph/min,non dominant wrist,8g Device,MIMS-unit,3.59904600151771,6.70092082030645,0.540513113168824,11.3537330484896,4.66197103880196
Bike- 300 kmph/min,non dominant wrist,2g Device,MIMS-unit,3.59897780465861,6.70103217837164,0.540517615434858,11.3541137389412,4.66190581322825
Bike- 300 kmph/min,non dominant wrist,8g Device,ACTIGRAPH_COUNT,0,485.518279779454,0,1213.79569944863,72.9931503635786
Bike- 300 kmph/min,non dominant wrist,8g Device,ENMO,0.073155,0.280611,0.00018,0.591795,0.129138
Bike- 300 kmph/min,non dominant wrist,2g Device,ENMO,0.073389,0.280356,0.00018,0.5908065,0.129396
Sweeping,dominant waist,8g Device,MIMS-unit,7.16722433365257,12.8405450683377,1.66034930101979,21.3505261703653,10.0150850783096
Sweeping,dominant waist,2g Device,MIMS-unit,7.16725560617682,12.8405768139992,1.66035377973496,21.3505586257328,10.0150997832876
Sweeping,dominant waist,8g Device,ACTIGRAPH_COUNT,632.195861769023,2234.3516735429,0,4637.58539120372,1444.94152130804
Sweeping,dominant waist,8g Device,ENMO,0.170724,0.385716,0.023136,0.708204,0.266364
Sweeping,dominant waist,2g Device,ENMO,0.170796,0.385188,0.022872,0.706776,0.266472
Sweeping,non dominant wrist,8g Device,MIMS-unit,23.7052589686427,38.0426041509053,10.4371097857472,59.5486219242991,30.1394447650793
Sweeping,non dominant wrist,2g Device,MIMS-unit,23.7053205390828,38.0457773165458,10.4369074524779,59.5564624827404,30.1417655330095
Sweeping,non dominant wrist,8g Device,ACTIGRAPH_COUNT,5240.19535560684,9790.63923328513,1093.31788606974,16616.3050498026,7119.22692432261
Sweeping,non dominant wrist,8g Device,ENMO,0.934014,1.611432,0.231828,2.627559,1.21476
Sweeping,non dominant wrist,2g Device,ENMO,0.93204,1.601958,0.232932,2.606835,1.213272
Walk 3.5 mph,dominant waist,8g Device,MIMS-unit,32.2607684076199,38.7960456632106,22.4578525242339,48.5989615465966,34.4849157969414
Walk 3.5 mph,dominant waist,2g Device,MIMS-unit,32.2161095229469,38.6433189789069,22.5752953390068,48.2841331628471,34.4435086364059
Walk 3.5 mph,dominant waist,8g Device,ACTIGRAPH_COUNT,4996.94823784425,5982.21962543825,3519.04115645326,7460.12670682925,5364.28757901958
Walk 3.5 mph,dominant waist,8g Device,ENMO,2.103045,2.455689,1.574079,2.984655,2.245152
Walk 3.5 mph,dominant waist,2g Device,ENMO,2.0778,2.423106,1.559841,2.941065,2.215002
Walk 3.5 mph,non dominant wrist,8g Device,MIMS-unit,25.3862283242406,34.1632775253417,12.2206545225888,47.3288513269935,29.5351274418682
Walk 3.5 mph,non dominant wrist,2g Device,MIMS-unit,25.3862807111856,34.1687156364685,12.2126283232613,47.3423680243929,29.5352319501557
Walk 3.5 mph,non dominant wrist,8g Device,ACTIGRAPH_COUNT,5168.56288190263,7626.27797092729,1481.99024836565,11312.8506044643,6250.60635432218
Walk 3.5 mph,non dominant wrist,8g Device,ENMO,1.872678,2.851116,0.405021,4.318773,2.330154
Walk 3.5 mph,non dominant wrist,2g Device,ENMO,1.871982,2.841108,0.418293,4.294797,2.329056
Downstairs,dominant waist,8g Device,MIMS-unit,26.6446755942044,36.1763053635583,12.3472309401734,50.4737500175893,30.9219529837474
Downstairs,dominant waist,2g Device,MIMS-unit,26.6464301417448,35.8694730696994,12.811865749813,49.7040374616312,30.7093356844765
Downstairs,dominant waist,8g Device,ACTIGRAPH_COUNT,4097.67476289923,5993.81379444409,1253.46621558195,8838.02234176137,4937.65598592407
Downstairs,dominant waist,8g Device,ENMO,1.649538,2.484936,0.396441,3.738033,2.007204
Downstairs,dominant waist,2g Device,ENMO,1.629996,2.324445,0.588322500000001,3.3661185,1.945944
Downstairs,non dominant wrist,8g Device,MIMS-unit,30.4610938589372,47.8387545731283,13.71579422205,73.905245644415,38.2941744095044
Downstairs,non dominant wrist,2g Device,MIMS-unit,30.5502987590674,48.3513888911338,13.7148291937004,75.0530240892334,38.2502543189355
Downstairs,non dominant wrist,8g Device,ACTIGRAPH_COUNT,5417.84051784393,9147.07379097314,1676.31023381712,14740.923700667,6926.54123755048
Downstairs,non dominant wrist,8g Device,ENMO,1.679769,2.935356,0.357324,4.8187365,2.306316
Downstairs,non dominant wrist,2g Device,ENMO,1.679868,2.845935,0.35766,4.5950355,2.243376
Reload/unload shelf,dominant waist,8g Device,MIMS-unit,10.3689114178211,16.3995532720458,4.12830956854541,25.4455160533827,13.2698205800597
Reload/unload shelf,dominant waist,2g Device,MIMS-unit,10.3689667037341,16.3995367606922,4.12835908147961,25.4453918461293,13.2698160260878
Reload/unload shelf,dominant waist,8g Device,ACTIGRAPH_COUNT,1290.74221963016,3096.72082667606,0,5805.6887372449,2148.80431868516
Reload/unload shelf,dominant waist,8g Device,ENMO,0.212958,0.414858,0.0462,0.717708,0.313236
Reload/unload shelf,dominant waist,2g Device,ENMO,0.213366,0.4146,0.046188,0.716451,0.312936
Reload/unload shelf,non dominant wrist,8g Device,MIMS-unit,36.6769647584925,53.3720288294591,15.3840699038311,78.4146249359091,44.631109199233
Reload/unload shelf,non dominant wrist,2g Device,MIMS-unit,36.7147250683414,53.3523515125618,15.2957643453856,78.3087911788923,44.7385752744174
Reload/unload shelf,non dominant wrist,8g Device,ACTIGRAPH_COUNT,8468.4600158436,13120.2590737655,2100.78842342583,20097.9576606483,10972.2530047388
Reload/unload shelf,non dominant wrist,8g Device,ENMO,0.917064,1.606332,0.111384,2.640234,1.214796
Reload/unload shelf,non dominant wrist,2g Device,ENMO,0.916374,1.586694,0.111492,2.592174,1.2114
Upstairs,dominant waist,8g Device,MIMS-unit,23.494064788877,28.890239863812,15.3998021764745,36.9845024762145,25.7651651436352
Upstairs,dominant waist,2g Device,MIMS-unit,23.494009386424,28.8911241131779,15.3983372962932,36.9867962033088,25.7119637055903
Upstairs,dominant waist,8g Device,ACTIGRAPH_COUNT,4364.0853989788,5731.15801511479,2313.47647477482,7781.76693931877,5058.03914575599
Upstairs,dominant waist,8g Device,ENMO,1.096482,1.605132,0.333507,2.368107,1.298676
Upstairs,dominant waist,2g Device,ENMO,1.096482,1.58718,0.360435,2.323227,1.29594
Upstairs,non dominant wrist,8g Device,MIMS-unit,25.2919146428353,35.7404993503779,14.8338178116751,51.4133764116919,29.4158248518432
Upstairs,non dominant wrist,2g Device,MIMS-unit,25.2919864652608,35.5421521801389,14.8338205572573,50.917400752456,29.415903218244
Upstairs,non dominant wrist,8g Device,ACTIGRAPH_COUNT,5147.08383451831,7883.64314465098,2666.35031456859,11988.48210985,6332.73779656161
Upstairs,non dominant wrist,8g Device,ENMO,1.426614,2.111514,0.49692,3.138864,1.714356
Upstairs,non dominant wrist,2g Device,ENMO,1.423716,2.111304,0.49656,3.142686,1.710432
Bike outdoor,dominant waist,8g Device,MIMS-unit,10.6859616958945,19.5627260947127,2.58710573471201,32.8778726929401,14.7385762247631
Bike outdoor,dominant waist,2g Device,MIMS-unit,10.6860196303608,19.5656166939487,2.58715193586776,32.8850122893306,14.7115138125627
Bike outdoor,dominant waist,8g Device,ACTIGRAPH_COUNT,506.351651468858,3265.04067589065,0,7403.07421252335,1660.81907503497
Bike outdoor,dominant waist,8g Device,ENMO,0.529506,1.005732,0.11412,1.720071,0.755604
Bike outdoor,dominant waist,2g Device,ENMO,0.528588,1.004742,0.11406,1.718973,0.75504
Bike outdoor,non dominant wrist,8g Device,MIMS-unit,12.4030918253656,18.9150908000614,3.79286160333305,28.683089262105,15.0145334038016
Bike outdoor,non dominant wrist,2g Device,MIMS-unit,12.3773238921295,18.8622777552103,3.7928106958269,28.5897085498315,15.0101462980847
Bike outdoor,non dominant wrist,8g Device,ACTIGRAPH_COUNT,1242.15914499054,2766.39682075112,0,5052.75333439201,1830.42290195463
Bike outdoor,non dominant wrist,8g Device,ENMO,0.702318,1.43277,0.109356,2.528448,1.068444
Bike outdoor,non dominant wrist,2g Device,ENMO,0.702132,1.414008,0.109536,2.481822,1.05576
Run- 5.5 mph,dominant waist,8g Device,MIMS-unit,67.9198446637993,79.0237108469058,51.2640453891396,95.6795101215655,72.6541011306349
Run- 5.5 mph,dominant waist,2g Device,MIMS-unit,66.3314708876025,82.7015621848836,41.776333941681,106.793230826357,75.9254120682756
Run- 5.5 mph,dominant waist,8g Device,ACTIGRAPH_COUNT,8134.45118001209,10383.8836665286,4760.30245023728,13758.0323963034,9427.82350280275
Run- 5.5 mph,dominant waist,8g Device,ENMO,5.230824,6.246768,3.706908,7.770684,5.686872
Run- 5.5 mph,dominant waist,2g Device,ENMO,4.258536,5.147376,2.925276,6.039156,4.675896
Run- 5.5 mph,non dominant wrist,8g Device,MIMS-unit,124.653734559969,157.366677046867,75.5843208296231,193.441386698759,140.645282843827
Run- 5.5 mph,non dominant wrist,2g Device,MIMS-unit,127.085339550284,148.564839531777,94.8660895780451,180.784089504017,138.539654188031
Run- 5.5 mph,non dominant wrist,8g Device,ACTIGRAPH_COUNT,21230.8760064205,29006.231606329,9567.84260655764,38035.256486581,25619.631847472
Run- 5.5 mph,non dominant wrist,8g Device,ENMO,8.504808,12.075228,3.149178,17.430858,10.302888
Run- 5.5 mph,non dominant wrist,2g Device,ENMO,6.043992,7.580244,3.739614,9.884622,6.79812
