HEADER_TIME_STAMP,X_ACCELATION_METERS_PER_SECOND_SQUARED,group
-0.05,5.859,gt
-0.0330000400543213,6.402,gt
-0.0160000801086426,4.625,gt
-4.76837158230881e-08,1.086,gt
0.0169999122619629,-2.867,gt
0.0340001106262207,-5.609,gt
0.0499999046325684,-6.375,gt
0.0670001029968262,-4.773,gt
0.0840000629425049,-1.34,gt
0.100000095367432,2.656,gt
0.11700005531311,5.621,gt
0.134000015258789,6.434,gt
0.150000047683716,4.816,gt
0.167000007629395,1.453,gt
0.183999967575073,-2.473,gt
0.2,-5.422,gt
0.216999959945679,-6.434,gt
0.233999919891357,-5.035,gt
0.249999952316284,-1.648,gt
0.266999912261963,2.395,gt
0.284000110626221,5.539,gt
0.299999904632568,6.523,gt
0.317000102996826,4.988,gt
0.334000062942505,1.719,gt
0.350000095367432,-2.313,gt
0.36700005531311,-5.418,gt
0.384000015258789,-6.441,gt
0.400000047683716,-5.125,gt
0.417000007629395,-1.918,gt
0.433999967575073,2.277,gt
0.45,5.426,gt
0.466999959945679,6.527,gt
0.483999919891357,5.227,gt
0.499999952316284,1.793,gt
0.516999912261963,-2.172,gt
0.534000110626221,-5.297,gt
0.549999904632568,-6.473,gt
0.567000102996826,-5.199,gt
0.584000062942505,-1.949,gt
0.600000095367432,2.047,gt
0.61700005531311,5.234,gt
0.634000015258789,6.402,gt
0.650000047683716,5.203,gt
0.667000007629394,2.184,gt
0.683999967575073,-1.809,gt
0.7,-4.996,gt
0.716999959945679,-6.367,gt
0.733999919891357,-5.465,gt
0.749999952316284,-2.379,gt
0.766999912261963,1.688,gt
0.784000110626221,4.93,gt
0.799999904632568,6.426,gt
0.817000102996826,5.523,gt
0.834000062942505,2.625,gt
0.850000095367432,-1.355,gt
0.86700005531311,-4.777,gt
0.884000015258789,-6.449,gt
0.900000047683716,-5.629,gt
0.917000007629394,-2.68,gt
0.933999967575073,1.328,gt
0.95,4.668,gt
0.966999959945679,6.328,gt
0.983999919891357,5.719,gt
0.999999952316284,2.867,gt
1.01699991226196,-1.141,gt
1.03400011062622,-4.633,gt
1.04999990463257,-6.344,gt
1.06700010299683,-5.77,gt
1.0840000629425,-3.121,gt
1.10000009536743,1.012,gt
1.11700005531311,4.445,gt
1.13400001525879,6.402,gt
1.15000004768372,5.922,gt
1.16700000762939,3.082,gt
1.18399996757507,-0.797,gt
1.2,-4.313,gt
1.21699995994568,-6.301,gt
1.23399991989136,-5.984,gt
1.24999995231628,-3.242,gt
1.26699991226196,0.754,gt
1.28400011062622,4.363,gt
1.29999990463257,6.332,gt
1.31700010299683,5.859,gt
1.3340000629425,3.383,gt
1.35000009536743,-0.492,gt
1.36700005531311,-4.086,gt
1.38400001525879,-6.211,gt
1.40000004768372,-6.031,gt
1.41700000762939,-3.547,gt
1.43399996757507,0.414,gt
1.45,3.988,gt
1.46699995994568,6.203,gt
1.48399991989136,6.031,gt
1.49999995231628,3.625,gt
1.51699991226196,-0.184,gt
1.53400011062622,-3.832,gt
1.54999990463257,-6.039,gt
1.56700010299683,-6.082,gt
1.5840000629425,-3.883,gt
1.60000009536743,-0.09,gt
1.61700005531311,3.68,gt
1.63400001525879,6.168,gt
1.65000004768372,6.289,gt
1.66700000762939,3.918,gt
1.68399996757507,0.145,gt
1.7,-3.73,gt
1.71699995994568,-6.055,gt
1.73399991989136,-6.227,gt
1.74999995231628,-4.109,gt
1.76699991226196,-0.152,gt
1.78400011062622,3.637,gt
1.79999990463257,6.141,gt
1.81700010299683,6.277,gt
1.8340000629425,4.113,gt
1.85000009536743,0.195,gt
1.86700005531311,-3.559,gt
1.88400001525879,-6.016,gt
1.90000004768372,-6.297,gt
1.91700000762939,-4.094,gt
1.93399996757507,-0.254,gt
1.95,3.422,gt
1.96699995994568,6.027,gt
1.98399991989136,6.301,gt
1.99999995231628,4.156,gt
2.01699991226196,0.48,gt
2.03400011062622,-3.449,gt
2.04999990463257,-5.957,gt
2.06700010299683,-6.27,gt
2.08400006294251,-4.262,gt
2.10000009536743,-0.473,gt
2.11700005531311,3.301,gt
2.13400001525879,5.902,gt
2.15000004768372,6.285,gt
2.16700000762939,4.301,gt
2.18399996757507,0.73,gt
2.2,-3.09,gt
2.21699995994568,-5.727,gt
2.23399991989136,-6.309,gt
2.24999995231628,-4.531,gt
2.26699991226196,-1.055,gt
2.28400011062622,2.844,gt
2.29999990463257,5.648,gt
2.31700010299683,6.34,gt
2.33400006294251,4.684,gt
2.35000009536743,1.254,gt
2.36700005531311,-2.656,gt
2.38400001525879,-5.492,gt
2.40000004768372,-6.383,gt
2.41700000762939,-4.902,gt
2.43399996757507,-1.484,gt
2.45,2.59,gt
2.46699995994568,5.5,gt
2.48399991989136,6.387,gt
2.49999995231628,4.988,gt
2.51699991226196,1.73,gt
2.53400011062622,-2.293,gt
2.54999990463257,-5.363,gt
2.56700010299683,-6.488,gt
2.58400006294251,-5.059,gt
2.60000009536743,-1.801,gt
2.61700005531311,2.203,gt
2.63400001525879,5.281,gt
2.65000004768372,6.367,gt
2.66700000762939,5.148,gt
2.68399996757507,2.09,gt
2.7,-1.883,gt
2.71699995994568,-5.047,gt
2.73399991989136,-6.438,gt
2.74999995231628,-5.465,gt
2.76699991226196,-2.223,gt
2.78400011062622,1.813,gt
2.79999990463257,5.117,gt
2.81700010299683,6.539,gt
2.83400006294251,5.461,gt
2.85000009536743,2.246,gt
2.86700005531311,-1.742,gt
2.88400001525879,-5.07,gt
2.90000004768372,-6.5,gt
2.91700000762939,-5.453,gt
2.93399996757507,-2.387,gt
2.95,1.828,gt
2.96699995994568,5.055,gt
2.98399991989136,6.414,gt
2.99999995231628,5.488,gt
3.01699991226196,2.488,gt
3.03400011062622,-1.543,gt
3.04999990463257,-4.84,gt
3.06700010299683,-6.395,gt
3.08400006294251,-5.539,gt
3.10000009536743,-2.637,gt
