HEADER_TIME_STAMP,X_ACCELERATION_METERS_PER_SECOND_SQUARED,Y_ACCELERATION_METERS_PER_SECOND_SQUARED,Z_ACCELERATION_METERS_PER_SECOND_SQUARED
2016-01-15 11:04:50.463,1.012,0.086,-0.102
2016-01-15 11:04:50.475,0.988,0.117,-0.094
2016-01-15 11:04:50.488,0.961,0.086,-0.094
2016-01-15 11:04:50.500,0.941,0.086,-0.082
2016-01-15 11:04:50.513,1.008,-0.004,0.043
2016-01-15 11:04:50.525,0.996,0.145,-0.020
2016-01-15 11:04:50.538,0.973,0.188,-0.098
2016-01-15 11:04:50.550,0.977,0.117,-0.098
2016-01-15 11:04:50.563,0.965,0.008,-0.047
2016-01-15 11:04:50.575,0.969,-0.090,0.012
2016-01-15 11:04:50.588,0.961,-0.141,0.051
2016-01-15 11:04:50.600,0.941,-0.113,0.031
2016-01-15 11:04:50.613,0.918,-0.043,-0.063
2016-01-15 11:04:50.625,0.945,0.059,-0.031
2016-01-15 11:04:50.638,0.855,-0.473,0.238
2016-01-15 11:04:50.650,0.832,-0.445,0.262
2016-01-15 11:04:50.663,0.793,-0.613,0.348
2016-01-15 11:04:50.675,0.773,-0.953,0.461
2016-01-15 11:04:50.688,0.863,-1.234,0.523
2016-01-15 11:04:50.700,1.004,-0.664,0.441
2016-01-15 11:04:50.713,1.070,0.012,0.289
2016-01-15 11:04:50.725,1.059,0.180,0.168
2016-01-15 11:04:50.738,0.965,-0.086,0.102
2016-01-15 11:04:50.750,0.965,-0.371,0.387
2016-01-15 11:04:50.763,0.996,-0.297,0.438
2016-01-15 11:04:50.775,0.984,-0.070,0.199
2016-01-15 11:04:50.788,0.992,0.000,0.027
2016-01-15 11:04:50.800,1.023,-0.133,-0.086
2016-01-15 11:04:50.813,1.023,-0.293,-0.148
2016-01-15 11:04:50.825,1.016,-0.316,-0.141
2016-01-15 11:04:50.838,1.004,-0.313,-0.113
2016-01-15 11:04:50.850,0.992,-0.313,-0.094
2016-01-15 11:04:50.863,0.992,-0.254,-0.074
2016-01-15 11:04:50.875,0.992,-0.191,-0.039
2016-01-15 11:04:50.888,0.988,-0.195,-0.008
2016-01-15 11:04:50.900,0.980,-0.234,-0.004
2016-01-15 11:04:50.913,0.969,-0.250,-0.031
2016-01-15 11:04:50.925,0.965,-0.270,-0.055
2016-01-15 11:04:50.938,0.977,-0.246,-0.066
2016-01-15 11:04:50.950,0.988,-0.203,-0.074
2016-01-15 11:04:50.963,0.996,-0.156,-0.098
2016-01-15 11:04:50.975,0.988,-0.152,-0.102
2016-01-15 11:04:50.988,0.984,-0.168,-0.105
2016-01-15 11:04:51.000,0.969,-0.207,-0.094
2016-01-15 11:04:51.013,0.977,-0.215,-0.098
2016-01-15 11:04:51.025,0.984,-0.273,-0.109
2016-01-15 11:04:51.038,0.992,-0.172,-0.117
2016-01-15 11:04:51.050,0.992,-0.113,-0.109
2016-01-15 11:04:51.063,0.977,-0.160,-0.121
2016-01-15 11:04:51.075,0.973,-0.188,-0.141
2016-01-15 11:04:51.088,0.961,-0.227,-0.156
2016-01-15 11:04:51.100,0.965,-0.277,-0.164
2016-01-15 11:04:51.113,0.969,-0.277,-0.156
2016-01-15 11:04:51.125,0.969,-0.250,-0.141
2016-01-15 11:04:51.138,0.988,-0.215,-0.137
2016-01-15 11:04:51.150,0.996,-0.215,-0.141
2016-01-15 11:04:51.163,0.980,-0.219,-0.160
2016-01-15 11:04:51.175,0.969,-0.250,-0.168
2016-01-15 11:04:51.188,0.973,-0.266,-0.168
2016-01-15 11:04:51.200,0.984,-0.199,-0.141
2016-01-15 11:04:51.213,0.992,-0.215,-0.148
2016-01-15 11:04:51.225,1.000,-0.207,-0.156
2016-01-15 11:04:51.238,0.988,-0.211,-0.176
2016-01-15 11:04:51.250,0.965,-0.227,-0.184
2016-01-15 11:04:51.263,0.957,-0.219,-0.188
2016-01-15 11:04:51.275,0.961,-0.211,-0.195
2016-01-15 11:04:51.288,0.973,-0.207,-0.188
2016-01-15 11:04:51.300,0.984,-0.195,-0.180
2016-01-15 11:04:51.313,0.980,-0.238,-0.168
2016-01-15 11:04:51.325,0.977,-0.207,-0.160
2016-01-15 11:04:51.338,0.965,-0.238,-0.156
2016-01-15 11:04:51.350,0.969,-0.223,-0.164
2016-01-15 11:04:51.363,0.973,-0.211,-0.164
2016-01-15 11:04:51.375,0.980,-0.207,-0.164
2016-01-15 11:04:51.388,0.988,-0.211,-0.172
2016-01-15 11:04:51.400,0.980,-0.215,-0.176
2016-01-15 11:04:51.413,0.973,-0.238,-0.180
2016-01-15 11:04:51.425,0.965,-0.246,-0.180
2016-01-15 11:04:51.438,0.961,-0.246,-0.172
2016-01-15 11:04:51.450,0.969,-0.238,-0.160
2016-01-15 11:04:51.463,0.977,-0.230,-0.164
2016-01-15 11:04:51.475,0.977,-0.219,-0.172
2016-01-15 11:04:51.488,0.969,-0.258,-0.160
2016-01-15 11:04:51.500,0.957,-0.227,-0.164
2016-01-15 11:04:51.513,0.969,-0.199,-0.168
2016-01-15 11:04:51.525,0.969,-0.223,-0.172
2016-01-15 11:04:51.538,0.973,-0.227,-0.176
2016-01-15 11:04:51.550,0.969,-0.230,-0.176
2016-01-15 11:04:51.563,0.969,-0.230,-0.184
2016-01-15 11:04:51.575,0.965,-0.230,-0.180
2016-01-15 11:04:51.588,0.977,-0.211,-0.180
2016-01-15 11:04:51.600,0.977,-0.211,-0.180
2016-01-15 11:04:51.613,0.984,-0.234,-0.184
2016-01-15 11:04:51.625,0.980,-0.215,-0.188
2016-01-15 11:04:51.638,0.977,-0.203,-0.188
2016-01-15 11:04:51.650,0.973,-0.211,-0.188
2016-01-15 11:04:51.663,0.973,-0.203,-0.191
2016-01-15 11:04:51.675,0.973,-0.211,-0.195
2016-01-15 11:04:51.688,0.973,-0.203,-0.195
2016-01-15 11:04:51.700,0.977,-0.227,-0.191
2016-01-15 11:04:51.713,0.980,-0.207,-0.191
2016-01-15 11:04:51.725,0.977,-0.211,-0.188
2016-01-15 11:04:51.738,0.969,-0.215,-0.188
2016-01-15 11:04:51.750,0.973,-0.219,-0.180
2016-01-15 11:04:51.763,0.973,-0.215,-0.180
2016-01-15 11:04:51.775,0.977,-0.195,-0.180
2016-01-15 11:04:51.788,0.977,-0.203,-0.172
2016-01-15 11:04:51.800,0.973,-0.207,-0.168
2016-01-15 11:04:51.813,0.973,-0.207,-0.168
2016-01-15 11:04:51.825,0.973,-0.191,-0.164
2016-01-15 11:04:51.838,0.980,-0.199,-0.156
2016-01-15 11:04:51.850,0.984,-0.188,-0.160
2016-01-15 11:04:51.863,0.988,-0.195,-0.164
2016-01-15 11:04:51.875,0.984,-0.199,-0.164
2016-01-15 11:04:51.888,0.980,-0.227,-0.152
2016-01-15 11:04:51.900,0.977,-0.223,-0.148
2016-01-15 11:04:51.913,0.984,-0.207,-0.137
2016-01-15 11:04:51.925,0.988,-0.199,-0.129
2016-01-15 11:04:51.938,0.977,-0.199,-0.129
2016-01-15 11:04:51.950,0.973,-0.207,-0.129
2016-01-15 11:04:51.963,0.973,-0.211,-0.129
2016-01-15 11:04:51.975,0.973,-0.207,-0.125
2016-01-15 11:04:51.988,0.973,-0.199,-0.125
2016-01-15 11:04:52.000,0.969,-0.199,-0.121
2016-01-15 11:04:52.013,0.973,-0.188,-0.109
2016-01-15 11:04:52.025,0.977,-0.184,-0.109
2016-01-15 11:04:52.038,0.977,-0.172,-0.109
2016-01-15 11:04:52.050,0.977,-0.172,-0.109
2016-01-15 11:04:52.063,0.977,-0.176,-0.105
2016-01-15 11:04:52.075,0.988,-0.180,-0.109
2016-01-15 11:04:52.088,0.980,-0.188,-0.113
2016-01-15 11:04:52.100,0.977,-0.184,-0.109
2016-01-15 11:04:52.113,0.977,-0.180,-0.105
2016-01-15 11:04:52.125,0.977,-0.180,-0.105
2016-01-15 11:04:52.138,0.988,-0.180,-0.098
2016-01-15 11:04:52.150,0.992,-0.191,-0.105
2016-01-15 11:04:52.163,0.988,-0.191,-0.117
2016-01-15 11:04:52.175,0.980,-0.168,-0.117
2016-01-15 11:04:52.188,0.977,-0.152,-0.109
2016-01-15 11:04:52.200,0.977,-0.168,-0.105
2016-01-15 11:04:52.213,0.973,-0.168,-0.105
2016-01-15 11:04:52.225,0.977,-0.164,-0.105
2016-01-15 11:04:52.238,0.988,-0.172,-0.105
2016-01-15 11:04:52.250,0.996,-0.172,-0.105
2016-01-15 11:04:52.263,1.000,-0.164,-0.113
2016-01-15 11:04:52.275,0.988,-0.148,-0.121
2016-01-15 11:04:52.288,0.980,-0.145,-0.121
2016-01-15 11:04:52.300,0.977,-0.148,-0.105
2016-01-15 11:04:52.313,0.977,-0.164,-0.117
2016-01-15 11:04:52.325,0.973,-0.176,-0.113
2016-01-15 11:04:52.338,0.980,-0.164,-0.125
2016-01-15 11:04:52.350,0.984,-0.156,-0.129
2016-01-15 11:04:52.363,0.996,-0.156,-0.133
2016-01-15 11:04:52.375,0.988,-0.164,-0.129
2016-01-15 11:04:52.388,0.984,-0.172,-0.129
2016-01-15 11:04:52.400,0.980,-0.152,-0.129
2016-01-15 11:04:52.413,0.980,-0.129,-0.125
2016-01-15 11:04:52.425,0.984,-0.152,-0.125
2016-01-15 11:04:52.438,0.984,-0.164,-0.129
2016-01-15 11:04:52.450,0.988,-0.180,-0.141
2016-01-15 11:04:52.463,0.992,-0.180,-0.141
2016-01-15 11:04:52.475,0.984,-0.191,-0.160
2016-01-15 11:04:52.488,0.984,-0.148,-0.168
2016-01-15 11:04:52.500,0.973,-0.125,-0.168
2016-01-15 11:04:52.513,0.969,-0.156,-0.168
2016-01-15 11:04:52.525,0.969,-0.168,-0.152
2016-01-15 11:04:52.538,0.973,-0.160,-0.137
2016-01-15 11:04:52.550,0.977,-0.141,-0.133
2016-01-15 11:04:52.563,1.000,-0.145,-0.152
2016-01-15 11:04:52.575,1.000,-0.172,-0.180
2016-01-15 11:04:52.588,0.980,-0.195,-0.188
2016-01-15 11:04:52.600,0.965,-0.199,-0.184
2016-01-15 11:04:52.613,0.969,-0.191,-0.180
2016-01-15 11:04:52.625,0.988,-0.160,-0.184
2016-01-15 11:04:52.638,0.996,-0.156,-0.191
2016-01-15 11:04:52.650,0.988,-0.172,-0.199
2016-01-15 11:04:52.663,0.969,-0.195,-0.199
2016-01-15 11:04:52.675,0.973,-0.211,-0.199
2016-01-15 11:04:52.688,0.984,-0.195,-0.188
2016-01-15 11:04:52.700,0.996,-0.168,-0.184
2016-01-15 11:04:52.713,0.996,-0.164,-0.191
2016-01-15 11:04:52.725,0.992,-0.160,-0.211
2016-01-15 11:04:52.738,0.980,-0.168,-0.211
2016-01-15 11:04:52.750,0.977,-0.184,-0.203
2016-01-15 11:04:52.763,0.977,-0.188,-0.195
2016-01-15 11:04:52.775,0.977,-0.164,-0.176
2016-01-15 11:04:52.788,0.980,-0.168,-0.160
2016-01-15 11:04:52.800,0.988,-0.176,-0.168
2016-01-15 11:04:52.813,0.992,-0.176,-0.184
2016-01-15 11:04:52.825,0.988,-0.176,-0.195
2016-01-15 11:04:52.838,0.980,-0.172,-0.188
2016-01-15 11:04:52.850,0.977,-0.176,-0.180
2016-01-15 11:04:52.863,0.973,-0.180,-0.188
2016-01-15 11:04:52.875,0.984,-0.207,-0.188
2016-01-15 11:04:52.888,0.980,-0.191,-0.184
2016-01-15 11:04:52.900,0.980,-0.188,-0.172
2016-01-15 11:04:52.913,0.984,-0.184,-0.168
2016-01-15 11:04:52.925,0.977,-0.188,-0.168
2016-01-15 11:04:52.938,0.977,-0.184,-0.172
2016-01-15 11:04:52.950,0.977,-0.184,-0.176
2016-01-15 11:04:52.963,0.984,-0.176,-0.172
2016-01-15 11:04:52.975,0.980,-0.180,-0.180
2016-01-15 11:04:52.988,0.977,-0.199,-0.184
2016-01-15 11:04:53.000,0.973,-0.172,-0.184
2016-01-15 11:04:53.013,0.977,-0.160,-0.172
2016-01-15 11:04:53.025,0.977,-0.168,-0.168
2016-01-15 11:04:53.038,0.977,-0.180,-0.152
2016-01-15 11:04:53.050,0.980,-0.184,-0.152
2016-01-15 11:04:53.063,0.988,-0.195,-0.152
2016-01-15 11:04:53.075,1.000,-0.199,-0.160
2016-01-15 11:04:53.088,1.000,-0.184,-0.160
2016-01-15 11:04:53.100,0.988,-0.184,-0.152
2016-01-15 11:04:53.113,0.980,-0.184,-0.137
2016-01-15 11:04:53.125,0.984,-0.191,-0.133
2016-01-15 11:04:53.138,0.988,-0.199,-0.141
2016-01-15 11:04:53.150,0.992,-0.207,-0.145
2016-01-15 11:04:53.163,0.980,-0.207,-0.145
2016-01-15 11:04:53.175,0.977,-0.203,-0.141
2016-01-15 11:04:53.188,0.980,-0.207,-0.129
2016-01-15 11:04:53.200,0.984,-0.203,-0.125
2016-01-15 11:04:53.213,0.984,-0.203,-0.113
2016-01-15 11:04:53.225,0.988,-0.207,-0.102
2016-01-15 11:04:53.238,0.984,-0.215,-0.098
2016-01-15 11:04:53.250,0.977,-0.223,-0.098
2016-01-15 11:04:53.263,0.977,-0.246,-0.082
2016-01-15 11:04:53.275,0.988,-0.230,-0.078
2016-01-15 11:04:53.288,0.996,-0.223,-0.070
2016-01-15 11:04:53.300,0.996,-0.223,-0.066
2016-01-15 11:04:53.313,1.000,-0.227,-0.063
2016-01-15 11:04:53.325,0.996,-0.242,-0.055
2016-01-15 11:04:53.338,0.996,-0.250,-0.039
2016-01-15 11:04:53.350,0.996,-0.230,-0.027
2016-01-15 11:04:53.363,1.000,-0.215,-0.020
2016-01-15 11:04:53.375,1.000,-0.223,-0.012
2016-01-15 11:04:53.388,1.012,-0.242,0.004
2016-01-15 11:04:53.400,1.020,-0.258,-0.012
2016-01-15 11:04:53.413,1.039,-0.281,-0.066
2016-01-15 11:04:53.425,1.043,-0.301,-0.066
2016-01-15 11:04:53.438,1.039,-0.270,-0.078
2016-01-15 11:04:53.450,1.020,-0.250,-0.102
2016-01-15 11:04:53.463,1.000,-0.246,-0.090
2016-01-15 11:04:53.475,0.980,-0.219,-0.125
2016-01-15 11:04:53.488,1.008,-0.242,-0.031
2016-01-15 11:04:53.500,0.996,-0.285,0.039
2016-01-15 11:04:53.513,1.008,-0.277,0.016
2016-01-15 11:04:53.525,1.008,-0.266,0.035
2016-01-15 11:04:53.538,1.008,-0.266,0.078
2016-01-15 11:04:53.550,0.977,-0.195,0.098
2016-01-15 11:04:53.563,0.953,-0.121,0.109
2016-01-15 11:04:53.575,0.926,-0.125,0.098
2016-01-15 11:04:53.588,0.906,-0.133,0.051
2016-01-15 11:04:53.600,0.910,-0.160,-0.012
2016-01-15 11:04:53.613,0.898,-0.176,-0.020
2016-01-15 11:04:53.625,0.906,-0.270,0.063
2016-01-15 11:04:53.638,0.953,-0.316,0.164
2016-01-15 11:04:53.650,0.953,-0.168,0.113
2016-01-15 11:04:53.663,0.949,-0.164,-0.023
2016-01-15 11:04:53.675,0.891,-0.242,-0.180
2016-01-15 11:04:53.688,0.859,-0.254,-0.223
2016-01-15 11:04:53.700,0.863,-0.297,-0.031
2016-01-15 11:04:53.713,0.895,-0.328,0.156
2016-01-15 11:04:53.725,0.875,-0.434,0.172
2016-01-15 11:04:53.738,0.859,-0.379,0.156
2016-01-15 11:04:53.750,0.852,-0.219,0.172
2016-01-15 11:04:53.763,0.945,-0.008,0.070
2016-01-15 11:04:53.775,0.949,-0.023,0.160
2016-01-15 11:04:53.788,0.945,-0.215,0.156
2016-01-15 11:04:53.800,0.957,-0.152,0.129
2016-01-15 11:04:53.813,0.898,-0.207,0.094
2016-01-15 11:04:53.825,0.863,-0.293,0.066
2016-01-15 11:04:53.838,0.867,-0.270,0.070
2016-01-15 11:04:53.850,0.910,-0.219,0.102
2016-01-15 11:04:53.863,0.945,-0.121,0.137
2016-01-15 11:04:53.875,0.980,-0.020,0.156
2016-01-15 11:04:53.888,1.063,0.160,0.242
2016-01-15 11:04:53.900,1.078,0.328,0.348
2016-01-15 11:04:53.913,1.031,0.219,0.363
2016-01-15 11:04:53.925,0.996,-0.098,0.281
2016-01-15 11:04:53.938,0.957,-0.395,0.254
2016-01-15 11:04:53.950,0.934,-0.492,0.223
2016-01-15 11:04:53.963,0.945,-0.387,0.141
2016-01-15 11:04:53.975,0.965,-0.207,0.074
2016-01-15 11:04:53.988,0.984,-0.070,0.121
2016-01-15 11:04:54.000,1.012,-0.055,0.223
2016-01-15 11:04:54.013,0.977,-0.215,0.207
2016-01-15 11:04:54.025,0.965,-0.352,0.207
2016-01-15 11:04:54.038,0.961,-0.293,0.133
2016-01-15 11:04:54.050,1.000,-0.141,0.027
2016-01-15 11:04:54.063,1.012,-0.117,-0.023
2016-01-15 11:04:54.075,1.008,-0.191,-0.027
2016-01-15 11:04:54.088,0.984,-0.238,0.008
2016-01-15 11:04:54.100,0.973,-0.203,0.035
2016-01-15 11:04:54.113,0.992,-0.207,0.012
2016-01-15 11:04:54.125,1.020,-0.238,0.008
2016-01-15 11:04:54.138,1.047,-0.219,0.000
2016-01-15 11:04:54.150,1.027,-0.230,-0.012
2016-01-15 11:04:54.163,1.012,-0.176,-0.023
2016-01-15 11:04:54.175,1.000,-0.164,-0.020
2016-01-15 11:04:54.188,0.977,-0.199,-0.008
2016-01-15 11:04:54.200,0.969,-0.199,0.004
2016-01-15 11:04:54.213,0.961,-0.180,0.004
2016-01-15 11:04:54.225,0.953,-0.184,-0.008
2016-01-15 11:04:54.238,0.969,-0.215,-0.035
2016-01-15 11:04:54.250,0.977,-0.223,-0.059
2016-01-15 11:04:54.263,0.988,-0.211,-0.051
2016-01-15 11:04:54.275,0.984,-0.176,-0.051
2016-01-15 11:04:54.288,0.984,-0.133,-0.043
2016-01-15 11:04:54.300,0.980,-0.152,-0.055
2016-01-15 11:04:54.313,0.980,-0.184,-0.055
2016-01-15 11:04:54.325,0.980,-0.199,-0.039
2016-01-15 11:04:54.338,0.988,-0.207,-0.023
2016-01-15 11:04:54.350,1.000,-0.219,-0.027
2016-01-15 11:04:54.363,1.008,-0.215,-0.043
2016-01-15 11:04:54.375,1.004,-0.199,-0.059
2016-01-15 11:04:54.388,0.996,-0.188,-0.059
2016-01-15 11:04:54.400,0.988,-0.191,-0.055
2016-01-15 11:04:54.413,0.988,-0.211,-0.043
2016-01-15 11:04:54.425,0.992,-0.234,-0.043
2016-01-15 11:04:54.438,0.992,-0.230,-0.055
2016-01-15 11:04:54.450,0.984,-0.219,-0.059
2016-01-15 11:04:54.463,0.980,-0.219,-0.063
2016-01-15 11:04:54.475,0.980,-0.211,-0.066
2016-01-15 11:04:54.488,0.973,-0.211,-0.063
2016-01-15 11:04:54.500,0.973,-0.195,-0.063
2016-01-15 11:04:54.513,0.977,-0.191,-0.059
2016-01-15 11:04:54.525,0.977,-0.191,-0.055
2016-01-15 11:04:54.538,0.977,-0.195,-0.059
2016-01-15 11:04:54.550,0.988,-0.203,-0.070
2016-01-15 11:04:54.563,1.000,-0.199,-0.074
2016-01-15 11:04:54.575,0.996,-0.195,-0.074
2016-01-15 11:04:54.588,0.996,-0.203,-0.070
2016-01-15 11:04:54.600,1.000,-0.191,-0.074
2016-01-15 11:04:54.613,0.984,-0.195,-0.066
2016-01-15 11:04:54.625,0.988,-0.199,-0.066
2016-01-15 11:04:54.638,0.992,-0.195,-0.078
2016-01-15 11:04:54.650,0.984,-0.191,-0.074
2016-01-15 11:04:54.663,0.988,-0.199,-0.074
2016-01-15 11:04:54.675,0.988,-0.211,-0.066
2016-01-15 11:04:54.688,0.992,-0.223,-0.066
2016-01-15 11:04:54.700,0.992,-0.195,-0.059
2016-01-15 11:04:54.713,0.980,-0.172,-0.047
2016-01-15 11:04:54.725,0.977,-0.156,-0.039
2016-01-15 11:04:54.738,0.980,-0.172,-0.047
2016-01-15 11:04:54.750,0.992,-0.180,-0.059
2016-01-15 11:04:54.763,0.992,-0.180,-0.063
2016-01-15 11:04:54.775,0.996,-0.191,-0.059
2016-01-15 11:04:54.788,0.996,-0.184,-0.063
2016-01-15 11:04:54.800,0.992,-0.156,-0.047
2016-01-15 11:04:54.813,0.984,-0.160,-0.039
2016-01-15 11:04:54.825,0.984,-0.164,-0.039
2016-01-15 11:04:54.838,0.984,-0.172,-0.039
2016-01-15 11:04:54.850,0.984,-0.172,-0.039
2016-01-15 11:04:54.863,0.992,-0.172,-0.031
2016-01-15 11:04:54.875,0.988,-0.172,-0.020
2016-01-15 11:04:54.888,0.980,-0.168,-0.023
2016-01-15 11:04:54.900,0.977,-0.172,-0.027
2016-01-15 11:04:54.913,0.984,-0.176,-0.027
2016-01-15 11:04:54.925,0.992,-0.168,-0.031
2016-01-15 11:04:54.938,0.992,-0.172,-0.023
2016-01-15 11:04:54.950,0.980,-0.176,-0.008
2016-01-15 11:04:54.963,0.980,-0.191,0.000
2016-01-15 11:04:54.975,0.984,-0.211,0.000
2016-01-15 11:04:54.988,0.988,-0.199,0.000
2016-01-15 11:04:55.000,0.980,-0.188,-0.016
2016-01-15 11:04:55.013,0.992,-0.172,-0.012
2016-01-15 11:04:55.025,0.984,-0.168,-0.008
2016-01-15 11:04:55.038,0.973,-0.164,0.000
2016-01-15 11:04:55.050,0.965,-0.176,0.004
2016-01-15 11:04:55.063,0.969,-0.188,0.008
2016-01-15 11:04:55.075,0.973,-0.184,0.000
2016-01-15 11:04:55.088,0.977,-0.188,0.004
2016-01-15 11:04:55.100,0.977,-0.188,0.008
2016-01-15 11:04:55.113,0.973,-0.184,0.012
2016-01-15 11:04:55.125,0.973,-0.184,0.020
2016-01-15 11:04:55.138,0.973,-0.191,0.016
2016-01-15 11:04:55.150,0.977,-0.184,0.016
2016-01-15 11:04:55.163,0.977,-0.195,0.020
2016-01-15 11:04:55.175,0.980,-0.219,0.020
2016-01-15 11:04:55.188,0.992,-0.203,0.020
2016-01-15 11:04:55.200,0.984,-0.191,0.027
2016-01-15 11:04:55.213,0.980,-0.203,0.035
2016-01-15 11:04:55.225,0.977,-0.199,0.035
2016-01-15 11:04:55.238,0.973,-0.199,0.031
2016-01-15 11:04:55.250,0.969,-0.191,0.027
2016-01-15 11:04:55.263,0.969,-0.191,0.035
2016-01-15 11:04:55.275,0.965,-0.203,0.027
2016-01-15 11:04:55.288,0.965,-0.203,0.027
2016-01-15 11:04:55.300,0.973,-0.203,0.023
2016-01-15 11:04:55.313,0.984,-0.188,0.020
2016-01-15 11:04:55.325,0.984,-0.172,0.031
2016-01-15 11:04:55.338,0.980,-0.176,0.027
2016-01-15 11:04:55.350,0.977,-0.184,0.027
2016-01-15 11:04:55.363,0.973,-0.195,0.023
2016-01-15 11:04:55.375,0.973,-0.211,0.012
2016-01-15 11:04:55.388,0.980,-0.199,0.020
2016-01-15 11:04:55.400,0.992,-0.199,0.016
2016-01-15 11:04:55.413,0.988,-0.176,0.012
2016-01-15 11:04:55.425,0.984,-0.176,0.020
2016-01-15 11:04:55.438,0.977,-0.180,0.023
2016-01-15 11:04:55.450,0.973,-0.184,0.020
2016-01-15 11:04:55.463,0.973,-0.199,0.016
2016-01-15 11:04:55.475,0.977,-0.203,0.008
2016-01-15 11:04:55.488,0.980,-0.195,0.004
2016-01-15 11:04:55.500,0.973,-0.199,0.000
2016-01-15 11:04:55.513,0.984,-0.188,-0.004
2016-01-15 11:04:55.525,0.977,-0.180,-0.004
2016-01-15 11:04:55.538,0.977,-0.180,-0.004
2016-01-15 11:04:55.550,0.977,-0.180,-0.004
2016-01-15 11:04:55.563,0.984,-0.191,-0.008
2016-01-15 11:04:55.575,0.988,-0.203,-0.016
2016-01-15 11:04:55.588,0.996,-0.188,-0.023
2016-01-15 11:04:55.600,0.988,-0.160,-0.027
2016-01-15 11:04:55.613,0.980,-0.156,-0.023
2016-01-15 11:04:55.625,0.973,-0.168,-0.027
2016-01-15 11:04:55.638,0.969,-0.176,-0.031
2016-01-15 11:04:55.650,0.973,-0.195,-0.031
2016-01-15 11:04:55.663,0.977,-0.199,-0.039
2016-01-15 11:04:55.675,0.984,-0.176,-0.039
2016-01-15 11:04:55.688,0.996,-0.145,-0.039
2016-01-15 11:04:55.700,1.000,-0.160,-0.031
2016-01-15 11:04:55.713,0.980,-0.195,-0.039
2016-01-15 11:04:55.725,0.961,-0.219,-0.047
2016-01-15 11:04:55.738,0.973,-0.227,-0.039
2016-01-15 11:04:55.750,0.988,-0.207,-0.047
2016-01-15 11:04:55.763,0.992,-0.180,-0.063
2016-01-15 11:04:55.775,0.980,-0.180,-0.082
2016-01-15 11:04:55.788,0.977,-0.168,-0.090
2016-01-15 11:04:55.800,0.977,-0.168,-0.098
2016-01-15 11:04:55.813,0.984,-0.176,-0.098
2016-01-15 11:04:55.825,0.980,-0.160,-0.094
2016-01-15 11:04:55.838,0.977,-0.152,-0.094
2016-01-15 11:04:55.850,0.984,-0.172,-0.094
2016-01-15 11:04:55.863,0.984,-0.188,-0.082
2016-01-15 11:04:55.875,0.980,-0.195,-0.070
2016-01-15 11:04:55.888,0.988,-0.203,-0.082
2016-01-15 11:04:55.900,0.996,-0.203,-0.102
2016-01-15 11:04:55.913,0.984,-0.188,-0.117
2016-01-15 11:04:55.925,0.988,-0.180,-0.121
2016-01-15 11:04:55.938,0.984,-0.184,-0.121
2016-01-15 11:04:55.950,0.980,-0.184,-0.125
2016-01-15 11:04:55.963,0.977,-0.172,-0.133
2016-01-15 11:04:55.975,0.980,-0.180,-0.133
2016-01-15 11:04:55.988,1.000,-0.184,-0.125
2016-01-15 11:04:56.000,0.984,-0.191,-0.117
2016-01-15 11:04:56.013,0.984,-0.215,-0.102
2016-01-15 11:04:56.025,0.984,-0.234,-0.098
2016-01-15 11:04:56.038,0.992,-0.223,-0.109
2016-01-15 11:04:56.050,0.984,-0.234,-0.121
2016-01-15 11:04:56.063,0.973,-0.223,-0.121
2016-01-15 11:04:56.075,0.973,-0.227,-0.117
2016-01-15 11:04:56.088,0.980,-0.242,-0.117
2016-01-15 11:04:56.100,0.984,-0.246,-0.133
2016-01-15 11:04:56.113,0.977,-0.258,-0.148
2016-01-15 11:04:56.125,0.969,-0.254,-0.152
2016-01-15 11:04:56.138,0.961,-0.246,-0.152
2016-01-15 11:04:56.150,0.969,-0.230,-0.145
2016-01-15 11:04:56.163,0.977,-0.234,-0.129
2016-01-15 11:04:56.175,0.988,-0.246,-0.145
2016-01-15 11:04:56.188,0.988,-0.199,-0.156
2016-01-15 11:04:56.200,0.973,-0.227,-0.152
2016-01-15 11:04:56.213,0.973,-0.238,-0.145
2016-01-15 11:04:56.225,0.973,-0.230,-0.133
2016-01-15 11:04:56.238,0.977,-0.203,-0.129
2016-01-15 11:04:56.250,0.984,-0.207,-0.133
2016-01-15 11:04:56.263,0.980,-0.219,-0.148
2016-01-15 11:04:56.275,0.973,-0.227,-0.156
2016-01-15 11:04:56.288,0.973,-0.227,-0.152
2016-01-15 11:04:56.300,0.973,-0.215,-0.152
2016-01-15 11:04:56.313,0.977,-0.211,-0.145
2016-01-15 11:04:56.325,0.980,-0.211,-0.152
2016-01-15 11:04:56.338,0.984,-0.215,-0.164
2016-01-15 11:04:56.350,0.977,-0.211,-0.168
2016-01-15 11:04:56.363,0.969,-0.180,-0.152
2016-01-15 11:04:56.375,0.973,-0.188,-0.145
2016-01-15 11:04:56.388,0.980,-0.199,-0.160
2016-01-15 11:04:56.400,0.980,-0.203,-0.145
2016-01-15 11:04:56.413,0.988,-0.219,-0.141
2016-01-15 11:04:56.425,0.984,-0.227,-0.133
2016-01-15 11:04:56.438,0.980,-0.230,-0.129
2016-01-15 11:04:56.450,0.988,-0.223,-0.133
2016-01-15 11:04:56.463,0.992,-0.234,-0.137
2016-01-15 11:04:56.475,0.984,-0.219,-0.137
2016-01-15 11:04:56.488,0.980,-0.207,-0.133
