HEADER_TIME_STAMP,X_ACCELERATION_METERS_PER_SECOND_SQUARED,Y_ACCELERATION_METERS_PER_SECOND_SQUARED,Z_ACCELERATION_METERS_PER_SECOND_SQUARED
2016-01-15 11:00:00.013,0.148,-0.438,0.016
2016-01-15 11:00:00.025,0.215,-0.418,-0.023
2016-01-15 11:00:00.038,0.266,-0.402,-0.012
2016-01-15 11:00:00.050,0.336,-0.430,0.012
2016-01-15 11:00:00.063,0.430,-0.320,0.000
2016-01-15 11:00:00.075,0.535,-0.258,0.004
2016-01-15 11:00:00.088,0.641,-0.348,0.020
2016-01-15 11:00:00.100,0.777,-0.418,0.023
2016-01-15 11:00:00.113,0.938,-0.359,0.043
2016-01-15 11:00:00.125,1.113,-0.234,0.055
2016-01-15 11:00:00.138,1.254,-0.152,0.039
2016-01-15 11:00:00.150,1.410,-0.180,0.016
2016-01-15 11:00:00.163,1.645,-0.172,-0.020
2016-01-15 11:00:00.175,1.910,-0.160,-0.063
2016-01-15 11:00:00.188,2.164,-0.113,-0.059
2016-01-15 11:00:00.200,2.449,0.035,-0.152
2016-01-15 11:00:00.213,2.652,0.359,-0.410
2016-01-15 11:00:00.225,2.512,0.574,-0.602
2016-01-15 11:00:00.238,2.285,0.813,-0.629
2016-01-15 11:00:00.250,2.168,1.109,-0.527
2016-01-15 11:00:00.263,2.066,1.207,-0.672
2016-01-15 11:00:00.275,1.883,1.547,-1.035
2016-01-15 11:00:00.288,1.703,2.227,-1.293
2016-01-15 11:00:00.300,1.504,2.629,-1.309
2016-01-15 11:00:00.313,1.434,2.520,-1.109
2016-01-15 11:00:00.325,1.426,2.199,-0.930
2016-01-15 11:00:00.338,1.520,1.699,-0.828
2016-01-15 11:00:00.350,1.535,0.582,0.285
2016-01-15 11:00:00.363,1.293,-1.977,0.859
2016-01-15 11:00:00.375,1.223,-2.195,0.559
2016-01-15 11:00:00.388,1.484,0.230,-0.277
2016-01-15 11:00:00.400,1.770,0.586,-0.352
2016-01-15 11:00:00.413,1.719,-0.137,-0.250
2016-01-15 11:00:00.425,1.277,0.090,-0.379
2016-01-15 11:00:00.438,1.129,0.020,-0.430
2016-01-15 11:00:00.450,1.203,0.207,-0.449
2016-01-15 11:00:00.463,1.191,0.246,-0.383
2016-01-15 11:00:00.475,1.098,0.059,-0.305
2016-01-15 11:00:00.488,1.074,0.074,-0.246
2016-01-15 11:00:00.500,0.996,-0.035,-0.254
2016-01-15 11:00:00.513,1.008,-0.082,-0.164
2016-01-15 11:00:00.525,0.996,-0.098,-0.145
2016-01-15 11:00:00.538,1.031,-0.141,-0.133
2016-01-15 11:00:00.550,0.992,-0.207,-0.152
2016-01-15 11:00:00.563,1.016,-0.176,-0.160
2016-01-15 11:00:00.575,1.020,-0.125,-0.137
2016-01-15 11:00:00.588,1.047,-0.133,-0.141
2016-01-15 11:00:00.600,1.027,-0.125,-0.156
2016-01-15 11:00:00.613,1.012,-0.129,-0.223
2016-01-15 11:00:00.625,1.000,-0.070,-0.246
2016-01-15 11:00:00.638,1.016,-0.078,-0.234
2016-01-15 11:00:00.650,1.023,-0.102,-0.270
2016-01-15 11:00:00.663,1.008,-0.117,-0.285
2016-01-15 11:00:00.675,0.977,-0.219,-0.273
2016-01-15 11:00:00.688,0.957,-0.215,-0.258
2016-01-15 11:00:00.700,0.949,-0.168,-0.234
2016-01-15 11:00:00.713,0.973,-0.074,-0.254
2016-01-15 11:00:00.725,1.012,-0.035,-0.266
2016-01-15 11:00:00.738,1.027,-0.086,-0.234
2016-01-15 11:00:00.750,1.020,-0.117,-0.199
2016-01-15 11:00:00.763,1.020,-0.129,-0.172
2016-01-15 11:00:00.775,1.004,-0.133,-0.156
2016-01-15 11:00:00.788,1.063,-0.117,-0.121
2016-01-15 11:00:00.800,1.113,-0.125,-0.148
2016-01-15 11:00:00.813,1.145,-0.102,-0.152
2016-01-15 11:00:00.825,1.145,-0.160,-0.172
2016-01-15 11:00:00.838,1.160,-0.172,-0.184
2016-01-15 11:00:00.850,1.234,-0.090,-0.195
2016-01-15 11:00:00.863,1.270,-0.105,-0.211
2016-01-15 11:00:00.875,1.301,-0.094,-0.164
2016-01-15 11:00:00.888,1.336,-0.121,-0.125
2016-01-15 11:00:00.900,1.398,-0.141,-0.141
2016-01-15 11:00:00.913,1.453,-0.125,-0.172
2016-01-15 11:00:00.925,1.480,-0.094,-0.188
2016-01-15 11:00:00.938,1.504,-0.125,-0.160
2016-01-15 11:00:00.950,1.563,-0.254,-0.145
2016-01-15 11:00:00.963,1.648,-0.367,-0.242
2016-01-15 11:00:00.975,1.609,-0.598,-0.234
2016-01-15 11:00:00.988,1.609,-0.984,-0.121
2016-01-15 11:00:01.000,1.641,-1.195,-0.063
2016-01-15 11:00:01.013,1.734,-0.746,-0.168
2016-01-15 11:00:01.025,1.824,-0.191,-0.438
2016-01-15 11:00:01.038,1.965,-0.543,-0.441
2016-01-15 11:00:01.050,1.867,-0.406,-0.395
2016-01-15 11:00:01.063,1.598,-0.203,-0.438
2016-01-15 11:00:01.075,1.379,-0.148,-0.469
2016-01-15 11:00:01.088,1.059,-0.129,-0.582
2016-01-15 11:00:01.100,1.074,-0.043,-0.555
2016-01-15 11:00:01.113,0.840,-0.652,-0.340
2016-01-15 11:00:01.125,0.551,-0.820,-0.148
2016-01-15 11:00:01.138,0.340,-0.746,-0.020
2016-01-15 11:00:01.150,0.219,-0.594,0.000
2016-01-15 11:00:01.163,0.211,-0.461,-0.023
2016-01-15 11:00:01.175,0.227,-0.410,-0.047
2016-01-15 11:00:01.188,0.246,-0.371,-0.043
2016-01-15 11:00:01.200,0.297,-0.375,-0.031
2016-01-15 11:00:01.213,0.367,-0.320,-0.023
2016-01-15 11:00:01.225,0.445,-0.277,-0.027
2016-01-15 11:00:01.238,0.531,-0.328,-0.027
2016-01-15 11:00:01.250,0.652,-0.371,-0.012
2016-01-15 11:00:01.263,0.801,-0.316,0.023
2016-01-15 11:00:01.275,0.945,-0.199,0.027
2016-01-15 11:00:01.288,1.098,-0.180,0.012
2016-01-15 11:00:01.300,1.297,-0.230,-0.008
2016-01-15 11:00:01.313,1.523,-0.250,-0.023
2016-01-15 11:00:01.325,1.801,-0.215,-0.012
2016-01-15 11:00:01.338,2.047,-0.105,0.020
2016-01-15 11:00:01.350,2.289,0.164,-0.066
2016-01-15 11:00:01.363,2.445,0.289,-0.270
2016-01-15 11:00:01.375,2.449,0.285,-0.480
2016-01-15 11:00:01.388,2.348,0.582,-0.633
2016-01-15 11:00:01.400,2.227,0.727,-0.719
2016-01-15 11:00:01.413,2.070,0.785,-0.773
2016-01-15 11:00:01.425,1.949,1.004,-0.930
2016-01-15 11:00:01.438,1.820,1.430,-1.219
2016-01-15 11:00:01.450,1.617,1.945,-1.363
2016-01-15 11:00:01.463,1.477,2.277,-1.332
2016-01-15 11:00:01.475,1.449,2.297,-1.207
2016-01-15 11:00:01.488,1.406,2.160,-1.094
2016-01-15 11:00:01.500,1.477,1.676,-0.953
2016-01-15 11:00:01.513,1.539,0.996,0.066
2016-01-15 11:00:01.525,1.398,-1.191,1.012
2016-01-15 11:00:01.538,1.188,-2.293,0.887
2016-01-15 11:00:01.550,1.207,-0.547,0.285
2016-01-15 11:00:01.563,1.422,0.914,-0.195
2016-01-15 11:00:01.575,1.703,0.219,-0.305
2016-01-15 11:00:01.588,1.504,-0.070,-0.453
2016-01-15 11:00:01.600,1.289,0.020,-0.527
2016-01-15 11:00:01.613,1.305,0.129,-0.449
2016-01-15 11:00:01.625,1.273,0.316,-0.371
2016-01-15 11:00:01.638,1.109,0.113,-0.371
2016-01-15 11:00:01.650,1.082,0.145,-0.285
2016-01-15 11:00:01.663,1.023,0.000,-0.227
2016-01-15 11:00:01.675,1.012,-0.066,-0.172
2016-01-15 11:00:01.688,1.035,-0.102,-0.121
2016-01-15 11:00:01.700,1.004,-0.242,-0.094
2016-01-15 11:00:01.713,1.000,-0.246,-0.133
2016-01-15 11:00:01.725,1.016,-0.195,-0.164
2016-01-15 11:00:01.738,0.988,-0.184,-0.176
2016-01-15 11:00:01.750,1.008,-0.156,-0.199
2016-01-15 11:00:01.763,1.016,-0.191,-0.238
2016-01-15 11:00:01.775,1.016,-0.105,-0.301
2016-01-15 11:00:01.788,1.004,-0.027,-0.301
2016-01-15 11:00:01.800,0.988,-0.117,-0.270
2016-01-15 11:00:01.813,0.980,-0.145,-0.234
2016-01-15 11:00:01.825,1.000,-0.105,-0.211
2016-01-15 11:00:01.838,0.984,-0.117,-0.184
2016-01-15 11:00:01.850,0.984,-0.102,-0.199
2016-01-15 11:00:01.863,1.000,-0.105,-0.242
2016-01-15 11:00:01.875,1.016,-0.047,-0.266
2016-01-15 11:00:01.888,1.023,-0.047,-0.270
2016-01-15 11:00:01.900,1.016,-0.102,-0.270
2016-01-15 11:00:01.913,1.051,-0.063,-0.289
2016-01-15 11:00:01.925,1.031,-0.148,-0.230
2016-01-15 11:00:01.938,1.012,-0.203,-0.152
2016-01-15 11:00:01.950,1.035,-0.156,-0.070
2016-01-15 11:00:01.963,1.086,-0.164,-0.078
2016-01-15 11:00:01.975,1.164,-0.102,-0.082
2016-01-15 11:00:01.988,1.219,-0.148,-0.137
2016-01-15 11:00:02.000,1.238,-0.094,-0.141
2016-01-15 11:00:02.013,1.305,-0.121,-0.160
2016-01-15 11:00:02.025,1.309,-0.129,-0.168
2016-01-15 11:00:02.038,1.316,-0.195,-0.125
2016-01-15 11:00:02.050,1.348,-0.219,-0.133
2016-01-15 11:00:02.063,1.410,-0.180,-0.137
2016-01-15 11:00:02.075,1.469,-0.164,-0.164
2016-01-15 11:00:02.088,1.488,-0.152,-0.180
2016-01-15 11:00:02.100,1.465,-0.215,-0.109
2016-01-15 11:00:02.113,1.504,-0.395,-0.039
2016-01-15 11:00:02.125,1.543,-0.543,-0.145
2016-01-15 11:00:02.138,1.512,-0.781,-0.211
2016-01-15 11:00:02.150,1.563,-0.961,-0.238
2016-01-15 11:00:02.163,1.691,-1.047,-0.070
2016-01-15 11:00:02.175,1.789,-0.461,-0.188
2016-01-15 11:00:02.188,1.906,-0.148,-0.473
2016-01-15 11:00:02.200,1.969,-0.512,-0.363
2016-01-15 11:00:02.213,1.754,-0.613,-0.324
2016-01-15 11:00:02.225,1.512,-0.398,-0.359
2016-01-15 11:00:02.238,1.238,-0.309,-0.488
2016-01-15 11:00:02.250,1.242,0.082,-0.734
2016-01-15 11:00:02.263,1.152,-0.035,-0.516
2016-01-15 11:00:02.275,0.891,-0.570,-0.285
2016-01-15 11:00:02.288,0.602,-0.813,-0.090
2016-01-15 11:00:02.300,0.340,-0.773,0.012
2016-01-15 11:00:02.313,0.203,-0.586,0.035
2016-01-15 11:00:02.325,0.211,-0.473,0.039
2016-01-15 11:00:02.338,0.223,-0.449,0.047
2016-01-15 11:00:02.350,0.270,-0.438,0.055
2016-01-15 11:00:02.363,0.352,-0.391,0.074
2016-01-15 11:00:02.375,0.457,-0.324,0.090
2016-01-15 11:00:02.388,0.566,-0.367,0.117
2016-01-15 11:00:02.400,0.684,-0.406,0.129
2016-01-15 11:00:02.413,0.832,-0.363,0.129
2016-01-15 11:00:02.425,1.000,-0.293,0.152
2016-01-15 11:00:02.438,1.156,-0.266,0.141
2016-01-15 11:00:02.450,1.320,-0.301,0.094
2016-01-15 11:00:02.463,1.531,-0.230,0.027
2016-01-15 11:00:02.475,1.746,-0.102,-0.035
2016-01-15 11:00:02.488,1.953,-0.043,-0.074
2016-01-15 11:00:02.500,2.121,-0.039,-0.145
2016-01-15 11:00:02.513,2.359,-0.027,-0.363
2016-01-15 11:00:02.525,2.512,0.301,-0.594
2016-01-15 11:00:02.538,2.434,0.633,-0.773
2016-01-15 11:00:02.550,2.320,0.832,-0.805
2016-01-15 11:00:02.563,2.277,1.039,-0.754
2016-01-15 11:00:02.575,2.148,1.293,-0.859
2016-01-15 11:00:02.588,1.953,1.730,-1.242
2016-01-15 11:00:02.600,1.797,2.484,-1.527
2016-01-15 11:00:02.613,1.586,2.871,-1.535
2016-01-15 11:00:02.625,1.504,2.758,-1.281
2016-01-15 11:00:02.638,1.516,2.277,-1.070
2016-01-15 11:00:02.650,1.566,1.762,-0.641
2016-01-15 11:00:02.663,1.559,-0.172,0.730
2016-01-15 11:00:02.675,1.141,-2.613,0.965
2016-01-15 11:00:02.688,1.172,-1.805,0.496
2016-01-15 11:00:02.700,1.340,0.594,-0.348
2016-01-15 11:00:02.713,1.773,0.629,-0.313
2016-01-15 11:00:02.725,1.680,-0.109,-0.355
2016-01-15 11:00:02.738,1.270,0.098,-0.531
2016-01-15 11:00:02.750,1.262,0.141,-0.625
2016-01-15 11:00:02.763,1.363,0.410,-0.395
2016-01-15 11:00:02.775,1.172,0.242,-0.328
2016-01-15 11:00:02.788,1.105,0.105,-0.266
2016-01-15 11:00:02.800,1.039,0.082,-0.234
2016-01-15 11:00:02.813,1.008,-0.113,-0.184
2016-01-15 11:00:02.825,1.016,-0.086,-0.152
2016-01-15 11:00:02.838,1.051,-0.121,-0.129
2016-01-15 11:00:02.850,1.016,-0.164,-0.141
2016-01-15 11:00:02.863,1.059,-0.145,-0.141
2016-01-15 11:00:02.875,1.016,-0.219,-0.133
2016-01-15 11:00:02.888,1.027,-0.121,-0.152
2016-01-15 11:00:02.900,1.023,-0.125,-0.207
2016-01-15 11:00:02.913,0.988,-0.113,-0.215
2016-01-15 11:00:02.925,0.980,-0.109,-0.227
2016-01-15 11:00:02.938,0.973,-0.141,-0.262
2016-01-15 11:00:02.950,0.973,-0.125,-0.246
2016-01-15 11:00:02.963,0.965,-0.121,-0.242
2016-01-15 11:00:02.975,0.977,-0.117,-0.230
2016-01-15 11:00:02.988,0.953,-0.219,-0.215
2016-01-15 11:00:03.000,0.926,-0.273,-0.281
2016-01-15 11:00:03.013,0.953,-0.098,-0.313
2016-01-15 11:00:03.025,0.973,-0.027,-0.273
2016-01-15 11:00:03.038,1.004,0.035,-0.238
2016-01-15 11:00:03.050,1.031,-0.078,-0.184
2016-01-15 11:00:03.063,1.059,-0.055,-0.148
2016-01-15 11:00:03.075,1.066,-0.082,-0.121
2016-01-15 11:00:03.088,1.066,-0.113,-0.145
2016-01-15 11:00:03.100,1.117,-0.125,-0.176
2016-01-15 11:00:03.113,1.223,-0.059,-0.148
2016-01-15 11:00:03.125,1.254,-0.109,-0.168
2016-01-15 11:00:03.138,1.305,-0.074,-0.148
2016-01-15 11:00:03.150,1.336,-0.141,-0.164
2016-01-15 11:00:03.163,1.367,-0.184,-0.145
2016-01-15 11:00:03.175,1.398,-0.207,-0.105
2016-01-15 11:00:03.188,1.488,-0.094,-0.086
2016-01-15 11:00:03.200,1.547,-0.152,-0.082
2016-01-15 11:00:03.213,1.602,-0.156,-0.133
2016-01-15 11:00:03.225,1.582,-0.289,-0.109
2016-01-15 11:00:03.238,1.594,-0.402,-0.098
2016-01-15 11:00:03.250,1.656,-0.477,-0.227
2016-01-15 11:00:03.263,1.715,-0.699,-0.320
2016-01-15 11:00:03.275,1.664,-1.078,-0.215
2016-01-15 11:00:03.288,1.602,-1.234,-0.020
2016-01-15 11:00:03.300,1.672,-0.840,-0.125
2016-01-15 11:00:03.313,1.828,-0.195,-0.488
2016-01-15 11:00:03.325,1.867,-0.438,-0.402
2016-01-15 11:00:03.338,1.699,-0.500,-0.227
2016-01-15 11:00:03.350,1.484,-0.645,-0.074
2016-01-15 11:00:03.363,1.316,-0.266,-0.305
2016-01-15 11:00:03.375,1.047,-0.082,-0.535
2016-01-15 11:00:03.388,1.070,0.105,-0.676
2016-01-15 11:00:03.400,0.867,-0.648,-0.391
2016-01-15 11:00:03.413,0.594,-0.898,-0.145
2016-01-15 11:00:03.425,0.359,-0.789,0.012
2016-01-15 11:00:03.438,0.246,-0.551,0.031
2016-01-15 11:00:03.450,0.234,-0.281,-0.027
2016-01-15 11:00:03.463,0.250,-0.309,-0.090
2016-01-15 11:00:03.475,0.277,-0.488,-0.074
2016-01-15 11:00:03.488,0.336,-0.535,0.012
2016-01-15 11:00:03.500,0.434,-0.445,0.082
2016-01-15 11:00:03.513,0.570,-0.340,0.109
2016-01-15 11:00:03.525,0.707,-0.301,0.133
2016-01-15 11:00:03.538,0.840,-0.320,0.148
2016-01-15 11:00:03.550,0.988,-0.309,0.180
2016-01-15 11:00:03.563,1.160,-0.246,0.215
2016-01-15 11:00:03.575,1.344,-0.234,0.199
2016-01-15 11:00:03.588,1.574,-0.301,0.152
2016-01-15 11:00:03.600,1.813,-0.332,0.051
2016-01-15 11:00:03.613,2.074,-0.129,-0.074
2016-01-15 11:00:03.625,2.266,0.145,-0.160
2016-01-15 11:00:03.638,2.379,0.258,-0.230
2016-01-15 11:00:03.650,2.469,0.352,-0.297
2016-01-15 11:00:03.663,2.477,0.480,-0.414
2016-01-15 11:00:03.675,2.398,0.652,-0.605
2016-01-15 11:00:03.688,2.223,1.031,-1.004
2016-01-15 11:00:03.700,1.918,1.465,-1.410
2016-01-15 11:00:03.713,1.668,1.914,-1.609
2016-01-15 11:00:03.725,1.613,2.320,-1.555
2016-01-15 11:00:03.738,1.582,2.340,-1.383
2016-01-15 11:00:03.750,1.469,2.172,-1.223
2016-01-15 11:00:03.763,1.445,1.773,-1.117
2016-01-15 11:00:03.775,1.426,1.441,-0.738
2016-01-15 11:00:03.788,1.668,0.434,0.738
2016-01-15 11:00:03.800,1.465,-1.449,1.055
2016-01-15 11:00:03.813,1.332,-1.906,0.359
2016-01-15 11:00:03.825,1.367,0.031,-0.113
2016-01-15 11:00:03.838,1.676,0.910,-0.145
2016-01-15 11:00:03.850,1.570,-0.008,-0.301
2016-01-15 11:00:03.863,1.117,-0.145,-0.488
2016-01-15 11:00:03.875,1.082,0.074,-0.699
2016-01-15 11:00:03.888,1.313,0.379,-0.512
2016-01-15 11:00:03.900,1.184,0.238,-0.410
2016-01-15 11:00:03.913,1.148,0.180,-0.246
2016-01-15 11:00:03.925,1.086,0.117,-0.223
2016-01-15 11:00:03.938,1.027,-0.113,-0.184
2016-01-15 11:00:03.950,1.016,-0.051,-0.125
2016-01-15 11:00:03.963,1.078,-0.039,-0.105
2016-01-15 11:00:03.975,1.039,-0.125,-0.121
2016-01-15 11:00:03.988,1.070,-0.090,-0.129
2016-01-15 11:00:04.000,1.035,-0.148,-0.109
2016-01-15 11:00:04.013,1.047,-0.078,-0.129
2016-01-15 11:00:04.025,1.055,-0.023,-0.184
2016-01-15 11:00:04.038,1.023,-0.059,-0.238
2016-01-15 11:00:04.050,0.980,-0.090,-0.262
2016-01-15 11:00:04.063,0.973,-0.020,-0.301
2016-01-15 11:00:04.075,0.977,-0.027,-0.289
2016-01-15 11:00:04.088,0.945,-0.105,-0.254
2016-01-15 11:00:04.100,0.957,-0.105,-0.215
2016-01-15 11:00:04.113,0.953,-0.172,-0.195
2016-01-15 11:00:04.125,0.945,-0.184,-0.211
2016-01-15 11:00:04.138,0.977,-0.098,-0.254
2016-01-15 11:00:04.150,0.996,-0.070,-0.320
2016-01-15 11:00:04.163,1.027,-0.051,-0.309
2016-01-15 11:00:04.175,1.043,-0.023,-0.266
2016-01-15 11:00:04.188,1.031,-0.051,-0.184
2016-01-15 11:00:04.200,1.051,-0.035,-0.121
2016-01-15 11:00:04.213,1.121,-0.078,-0.074
2016-01-15 11:00:04.225,1.188,-0.043,-0.090
2016-01-15 11:00:04.238,1.211,-0.141,-0.113
2016-01-15 11:00:04.250,1.227,-0.109,-0.113
2016-01-15 11:00:04.263,1.262,-0.148,-0.133
2016-01-15 11:00:04.275,1.352,-0.043,-0.195
2016-01-15 11:00:04.288,1.367,-0.066,-0.184
2016-01-15 11:00:04.300,1.363,-0.145,-0.195
2016-01-15 11:00:04.313,1.383,-0.191,-0.195
2016-01-15 11:00:04.325,1.422,-0.254,-0.227
2016-01-15 11:00:04.338,1.523,-0.184,-0.250
2016-01-15 11:00:04.350,1.590,-0.168,-0.199
2016-01-15 11:00:04.363,1.633,-0.320,-0.078
2016-01-15 11:00:04.375,1.707,-0.461,-0.137
2016-01-15 11:00:04.388,1.715,-0.809,-0.113
2016-01-15 11:00:04.400,1.699,-1.172,-0.012
2016-01-15 11:00:04.413,1.742,-1.207,0.090
2016-01-15 11:00:04.425,1.797,-0.684,-0.156
2016-01-15 11:00:04.438,1.875,-0.383,-0.563
2016-01-15 11:00:04.450,1.984,-0.578,-0.414
2016-01-15 11:00:04.463,1.738,-0.570,-0.227
2016-01-15 11:00:04.475,1.523,-0.320,-0.172
2016-01-15 11:00:04.488,1.246,-0.023,-0.504
2016-01-15 11:00:04.500,0.992,0.141,-0.844
2016-01-15 11:00:04.513,0.965,-0.145,-0.695
2016-01-15 11:00:04.525,0.719,-0.906,-0.406
2016-01-15 11:00:04.538,0.402,-0.973,-0.098
2016-01-15 11:00:04.550,0.176,-0.699,0.066
2016-01-15 11:00:04.563,0.129,-0.371,0.031
2016-01-15 11:00:04.575,0.141,-0.379,-0.055
2016-01-15 11:00:04.588,0.188,-0.566,-0.020
2016-01-15 11:00:04.600,0.238,-0.625,0.105
2016-01-15 11:00:04.613,0.363,-0.484,0.215
2016-01-15 11:00:04.625,0.508,-0.305,0.242
2016-01-15 11:00:04.638,0.660,-0.297,0.250
2016-01-15 11:00:04.650,0.816,-0.402,0.234
2016-01-15 11:00:04.663,0.988,-0.406,0.281
2016-01-15 11:00:04.675,1.176,-0.320,0.305
2016-01-15 11:00:04.688,1.340,-0.246,0.227
2016-01-15 11:00:04.700,1.500,-0.242,0.109
2016-01-15 11:00:04.713,1.648,-0.234,-0.027
2016-01-15 11:00:04.725,1.844,-0.160,-0.141
2016-01-15 11:00:04.738,2.082,-0.020,-0.258
2016-01-15 11:00:04.750,2.313,0.117,-0.375
2016-01-15 11:00:04.763,2.453,0.250,-0.445
2016-01-15 11:00:04.775,2.461,0.379,-0.484
2016-01-15 11:00:04.788,2.504,0.563,-0.598
2016-01-15 11:00:04.800,2.477,0.867,-0.875
2016-01-15 11:00:04.813,2.227,1.223,-1.383
2016-01-15 11:00:04.825,1.887,1.797,-1.730
2016-01-15 11:00:04.838,1.609,2.430,-1.680
2016-01-15 11:00:04.850,1.535,2.594,-1.438
2016-01-15 11:00:04.863,1.516,2.387,-1.207
2016-01-15 11:00:04.875,1.457,2.129,-1.059
2016-01-15 11:00:04.888,1.496,1.652,-0.965
2016-01-15 11:00:04.900,1.516,1.102,-0.086
2016-01-15 11:00:04.913,1.441,-1.070,1.109
2016-01-15 11:00:04.925,1.160,-2.715,0.809
2016-01-15 11:00:04.938,1.262,-0.984,0.102
2016-01-15 11:00:04.950,1.590,1.078,-0.238
2016-01-15 11:00:04.963,1.828,0.348,-0.215
2016-01-15 11:00:04.975,1.375,-0.223,-0.367
2016-01-15 11:00:04.988,0.977,-0.180,-0.469
2016-01-15 11:00:05.000,1.000,-0.098,-0.539
2016-01-15 11:00:05.013,1.242,0.313,-0.434
2016-01-15 11:00:05.025,1.195,0.266,-0.371
2016-01-15 11:00:05.038,1.148,0.156,-0.234
2016-01-15 11:00:05.050,1.055,0.074,-0.211
2016-01-15 11:00:05.063,1.063,0.031,-0.160
2016-01-15 11:00:05.075,1.012,-0.039,-0.121
2016-01-15 11:00:05.088,1.059,-0.094,-0.121
2016-01-15 11:00:05.100,1.055,-0.133,-0.105
2016-01-15 11:00:05.113,1.047,-0.176,-0.113
2016-01-15 11:00:05.125,1.051,-0.121,-0.109
2016-01-15 11:00:05.138,1.039,-0.082,-0.117
2016-01-15 11:00:05.150,1.031,-0.027,-0.168
2016-01-15 11:00:05.163,1.027,-0.043,-0.238
2016-01-15 11:00:05.175,0.980,-0.070,-0.324
2016-01-15 11:00:05.188,0.965,-0.094,-0.348
2016-01-15 11:00:05.200,0.973,-0.086,-0.250
2016-01-15 11:00:05.213,1.039,-0.059,-0.191
2016-01-15 11:00:05.225,1.020,-0.125,-0.152
2016-01-15 11:00:05.238,1.000,-0.180,-0.160
2016-01-15 11:00:05.250,1.004,-0.074,-0.191
2016-01-15 11:00:05.263,1.016,0.023,-0.180
2016-01-15 11:00:05.275,1.035,0.043,-0.195
2016-01-15 11:00:05.288,1.055,0.043,-0.207
2016-01-15 11:00:05.300,1.063,-0.082,-0.191
2016-01-15 11:00:05.313,1.051,0.008,-0.164
2016-01-15 11:00:05.325,1.059,-0.023,-0.117
2016-01-15 11:00:05.338,1.082,-0.055,-0.133
2016-01-15 11:00:05.350,1.141,-0.043,-0.152
2016-01-15 11:00:05.363,1.191,0.004,-0.191
2016-01-15 11:00:05.375,1.223,-0.047,-0.203
2016-01-15 11:00:05.388,1.285,-0.090,-0.195
2016-01-15 11:00:05.400,1.309,-0.109,-0.145
2016-01-15 11:00:05.413,1.324,-0.094,-0.090
2016-01-15 11:00:05.425,1.402,-0.051,-0.090
2016-01-15 11:00:05.438,1.441,-0.063,-0.141
2016-01-15 11:00:05.450,1.488,-0.117,-0.195
2016-01-15 11:00:05.463,1.539,-0.234,-0.273
2016-01-15 11:00:05.475,1.621,-0.332,-0.301
2016-01-15 11:00:05.488,1.734,-0.434,-0.398
2016-01-15 11:00:05.500,1.789,-0.672,-0.406
2016-01-15 11:00:05.513,1.797,-1.098,-0.230
2016-01-15 11:00:05.525,1.734,-1.219,-0.055
2016-01-15 11:00:05.538,1.762,-0.805,-0.207
2016-01-15 11:00:05.550,1.871,-0.309,-0.414
2016-01-15 11:00:05.563,1.902,-0.313,-0.336
2016-01-15 11:00:05.575,1.695,-0.387,-0.422
2016-01-15 11:00:05.588,1.520,-0.191,-0.352
2016-01-15 11:00:05.600,1.293,0.055,-0.508
2016-01-15 11:00:05.613,1.012,0.000,-0.582
2016-01-15 11:00:05.625,0.996,-0.078,-0.539
2016-01-15 11:00:05.638,0.742,-0.746,-0.285
2016-01-15 11:00:05.650,0.426,-0.922,-0.070
2016-01-15 11:00:05.663,0.219,-0.828,0.035
2016-01-15 11:00:05.675,0.145,-0.523,0.027
2016-01-15 11:00:05.688,0.168,-0.340,-0.004
2016-01-15 11:00:05.700,0.211,-0.383,0.031
2016-01-15 11:00:05.713,0.223,-0.484,0.098
2016-01-15 11:00:05.725,0.309,-0.473,0.137
2016-01-15 11:00:05.738,0.434,-0.305,0.141
2016-01-15 11:00:05.750,0.563,-0.211,0.141
2016-01-15 11:00:05.763,0.688,-0.289,0.168
2016-01-15 11:00:05.775,0.836,-0.398,0.203
2016-01-15 11:00:05.788,1.008,-0.391,0.246
2016-01-15 11:00:05.800,1.160,-0.320,0.281
2016-01-15 11:00:05.813,1.309,-0.227,0.254
2016-01-15 11:00:05.825,1.453,-0.156,0.199
2016-01-15 11:00:05.838,1.652,-0.078,0.117
2016-01-15 11:00:05.850,1.855,-0.137,0.039
2016-01-15 11:00:05.863,2.070,-0.156,-0.004
2016-01-15 11:00:05.875,2.324,-0.113,-0.047
2016-01-15 11:00:05.888,2.570,0.074,-0.215
2016-01-15 11:00:05.900,2.594,0.371,-0.379
2016-01-15 11:00:05.913,2.414,0.523,-0.422
2016-01-15 11:00:05.925,2.313,0.734,-0.445
2016-01-15 11:00:05.938,2.207,0.961,-0.703
2016-01-15 11:00:05.950,1.953,1.375,-1.023
2016-01-15 11:00:05.963,1.770,2.109,-1.176
2016-01-15 11:00:05.975,1.609,2.574,-1.180
2016-01-15 11:00:05.988,1.512,2.441,-1.020
2016-01-15 11:00:06.000,1.418,2.121,-0.914
2016-01-15 11:00:06.013,1.445,1.598,-0.895
2016-01-15 11:00:06.025,1.434,1.090,-0.445
2016-01-15 11:00:06.038,1.453,-0.406,0.434
2016-01-15 11:00:06.050,1.281,-1.926,0.379
2016-01-15 11:00:06.063,1.395,-1.172,0.059
2016-01-15 11:00:06.075,1.504,0.441,-0.348
